number,title,created_at,closed_at
667,Unable to test application code with basic template,2016-10-27T02:50:46Z,2016-11-04T19:05:44Z
669,When initializing a Droplet the default resources are not availably anymore,2016-10-27T15:16:47Z,2016-10-27T22:02:18Z
670,Vapor self update never finishes,2016-10-27T21:19:11Z,2016-10-28T15:17:48Z
671,Serialization,2016-10-28T10:09:58Z,2016-11-02T11:46:27Z
672,Can't init Multipart.File,2016-10-28T13:31:30Z,2016-10-28T15:17:22Z
675,"""backgroundExecute(127, [], [])"" Error when running with sudo",2016-10-28T18:09:14Z,2016-11-02T06:10:49Z
676,Support type safe routing with groups,2016-10-31T03:15:45Z,2017-02-03T14:49:07Z
678,Resource Deadlock Avoided,2016-11-02T03:21:42Z,2016-11-03T22:48:49Z
679,Doc needs lots of update - e.g. the Model section refers to deprecated methods,2016-11-02T07:40:30Z,2016-11-02T16:44:55Z
680,Leaf: negating statements,2016-11-02T10:49:28Z,2017-04-27T11:17:35Z
681,Leaf: nesting templates,2016-11-02T11:16:56Z,2017-04-27T11:17:02Z
682,"Leaf: evaluating expressions inside if, then, else statements",2016-11-02T12:14:01Z,2017-05-05T18:53:54Z
683,Ensure Content-Type is Empty on notModified,2016-11-02T14:19:08Z,2016-11-04T12:59:08Z
684,Make stream timeout configurable,2016-11-03T15:10:54Z,2016-11-03T19:51:40Z
689,Resource temporarily unavailable after 30 seconds,2016-11-04T10:19:32Z,2016-12-19T18:25:11Z
691,Allow overwriting of slug name chosen for resources,2016-11-06T20:07:25Z,2017-02-03T22:54:20Z
692,Vapor Fluent MemoryDB with all RESTful methods,2016-11-07T01:20:44Z,2017-05-05T18:44:15Z
694,nested import tags,2016-11-07T15:34:55Z,2016-11-07T16:05:58Z
695,Testing documentation,2016-11-09T04:40:41Z,2016-11-12T03:41:07Z
697,Vapor Docker run / compile problem,2016-11-10T11:49:04Z,2017-05-05T18:43:00Z
699,Outgoing HTTPS calls fail on Heroku,2016-11-12T22:12:30Z,2016-11-23T11:39:47Z
700,Vapor server usage memory is growing day by day,2016-11-13T08:34:10Z,2016-11-20T01:40:18Z
701,Toolbox fails to install on Ubuntu 16.04,2016-11-13T09:21:47Z,2016-12-27T01:02:45Z
702,Toolbox fails to install on MacOS10.12.1 Xcode8.1,2016-11-13T09:31:22Z,2016-11-18T03:47:43Z
703,Syntax error in 1 config file will fail silent and all configs will be nil,2016-11-13T18:40:08Z,2016-12-27T01:02:01Z
704,Documentation -> Config,2016-11-14T16:38:11Z,2017-01-13T20:10:16Z
705,Add support for GZIP,2016-11-14T16:56:45Z,2016-11-19T12:38:58Z
706,Wrong request.uri value in https requests,2016-11-15T15:49:17Z,2017-05-05T18:57:05Z
707,Using a pre-packaged Vagrant box for Vapor?,2016-11-19T06:01:43Z,2016-11-19T12:41:12Z
708,JSON patching,2016-11-19T06:15:40Z,2016-11-19T12:41:02Z
709,Compilation issue on Heroku,2016-11-19T14:10:02Z,2016-11-29T15:30:54Z
710,Bump to swift 3.0.1 when deploying to Heroku?,2016-11-21T11:15:50Z,2016-12-15T16:11:12Z
711,Guide to install on Fedora and other linux distros,2016-11-21T18:10:00Z,2017-01-13T20:50:38Z
712,Some questtions about the documentation,2016-11-21T23:50:28Z,2016-11-29T15:34:50Z
713,JSON parser fails on array parsing,2016-11-22T01:25:09Z,2016-11-29T15:37:21Z
714,Xcode - no such module Vapor,2016-11-22T19:31:46Z,2016-11-29T15:38:54Z
715,Can't Install MySql,2016-11-22T21:38:31Z,2016-11-29T15:38:20Z
716,makeNode compile times doesn't scale,2016-11-23T20:20:25Z,2017-01-13T20:13:07Z
717,Building Docker image hangs,2016-11-25T02:53:42Z,2017-04-27T09:28:44Z
718,"Vapor Installation fails with XCode Version 8.1 (8B62), with swift 3.0.1",2016-11-25T09:52:35Z,2016-11-27T06:25:55Z
723,Homebrew based Toolbox installation fails,2016-11-27T06:28:40Z,2017-01-13T20:51:14Z
725,Sample route from docs does not compile,2016-11-28T19:34:33Z,2017-01-13T20:53:32Z
726,Invalid app.json doesn't give understandable crash log,2016-11-28T20:33:12Z,2016-12-07T08:34:00Z
728,tests failing with socket error on linux,2016-11-29T15:56:39Z,2016-12-16T21:43:11Z
729,Vapor how To Query Many MySql Databases,2016-11-29T18:08:06Z,2017-01-13T20:08:12Z
730,Saving uploaded file,2016-11-29T19:30:09Z,2016-11-30T20:05:19Z
732,duplicate symbol __TMRbBp on build Vapor 1.2,2016-11-30T19:52:13Z,2016-12-06T22:05:41Z
734,High CPU utilization when uploading a file,2016-12-02T07:20:52Z,2017-01-13T20:52:45Z
735,Commands never finish running,2016-12-02T08:44:35Z,2016-12-07T08:12:38Z
736,write failed: Broken pipe,2016-12-02T11:07:19Z,2016-12-15T16:47:37Z
738,WebSockets - error immediately after connect in 1.2,2016-12-02T14:10:29Z,2016-12-16T21:42:03Z
740,Add a default 'GET [resource]/new' route for ResourceRepresentable Controllers,2016-12-03T00:27:14Z,2017-04-27T09:28:06Z
742,Heroku buildpack compile error: unresolved identifier 'DispatchQueue',2016-12-03T10:09:59Z,2016-12-07T09:13:01Z
743,Plugin for AppCode,2016-12-04T18:39:54Z,2017-01-13T20:49:14Z
744,Files are not coming through in 1.2,2016-12-05T11:42:02Z,2016-12-16T21:41:57Z
745,Fork in CodePen feature is broken,2016-12-06T18:54:54Z,2016-12-12T19:10:55Z
746,Missing information about how to implement Vapor outside of coveo-styleguide environment,2016-12-06T19:09:40Z,2016-12-12T19:05:09Z
747,Add regex support for URIs,2016-12-07T02:04:06Z,2016-12-27T00:58:47Z
750,Inconsistencies when request data is an array,2016-12-10T03:35:54Z,2017-02-03T14:34:22Z
751,Errors not working after 1.2 upgrade,2016-12-11T21:05:52Z,2016-12-16T21:41:48Z
754,Linking to page element using href with # will result in parsing error ,2016-12-14T19:58:23Z,2016-12-14T20:01:49Z
755,Fix syntax in documentation,2016-12-14T20:19:48Z,2016-12-14T21:22:30Z
756,Could not open Xcode project.,2016-12-15T05:35:07Z,2016-12-27T01:00:14Z
757,Caching of compiled dependencies on Linux,2016-12-15T21:48:59Z,2016-12-15T23:13:40Z
758,Query values with = or + are not parsed correctly,2016-12-16T10:36:56Z,2017-02-03T14:45:26Z
760,"""multipart/form-data"" bug",2016-12-17T12:03:07Z,2017-01-13T20:19:37Z
761,Accessing multipart files takes too much time,2016-12-17T21:31:26Z,2017-01-20T00:12:43Z
762,vapor xcode generates project that shows external packages in sources section,2016-12-18T16:02:34Z,2017-01-13T20:47:14Z
766,duplicate symbol __TMRbBp,2016-12-22T03:42:36Z,2016-12-27T00:54:36Z
767,"Getting ""noDatabase"" error when retrieving database content from command",2016-12-22T14:11:23Z,2017-04-27T09:27:46Z
769,app.json add name and url,2016-12-27T19:15:50Z,2017-02-03T14:40:50Z
770,_method support,2016-12-27T19:30:11Z,2017-05-05T18:40:49Z
775,Docker: Vapor application hangs without a pseudoTTY,2016-12-30T19:12:37Z,2017-05-06T13:57:30Z
776,`willCreate` and `willUpdate` methods,2016-12-30T19:25:44Z,2017-01-10T22:07:04Z
781,A first-class backend for sending transactional emails,2017-01-08T02:24:15Z,2017-02-13T22:50:56Z
782,duplicate symbol __TMRbBp (Xcode 8.1),2017-01-08T05:05:00Z,2017-01-13T20:44:58Z
783,"Docker build failed, running vapor docker build",2017-01-08T06:29:34Z,2017-05-05T18:45:16Z
785,Make CommandLine.environment public,2017-01-09T15:39:47Z,2017-01-11T18:19:41Z
787,Install Vapor On Raspberry Pi?,2017-01-10T03:59:00Z,2017-01-13T20:46:29Z
788,Is there any method in vapor that is used to convert a  json to a object ?,2017-01-10T11:25:34Z,2017-01-13T20:44:04Z
792,Hey how about shipping vapor with laravel mix?,2017-01-13T01:12:39Z,2017-02-03T13:47:15Z
796,Support for real-time logging on Heroku,2017-01-14T03:16:57Z,2017-02-06T12:49:23Z
797,Empty Response Body in HTTP Client Request,2017-01-16T00:40:31Z,2017-01-16T05:11:27Z
798,Vapor serve ignores the --port argument,2017-01-20T14:49:26Z,2017-04-27T09:27:11Z
799,workDir SPM 3.1,2017-01-20T23:52:01Z,2017-05-05T18:42:12Z
804,Deploy on Heroku doesn't work,2017-01-25T18:41:20Z,2017-01-27T21:42:53Z
805,Documentation tweak for a code example with adding HTTP headers,2017-01-27T17:35:39Z,2017-02-02T13:17:57Z
808,Vapor and Heroku Issue,2017-01-29T18:57:37Z,2017-01-29T20:24:18Z
809,Bug: Unable to use models inherited from parent class with type safe routing,2017-02-01T01:58:30Z,2017-04-27T11:34:12Z
810,Best practice for managing the makeNode function,2017-02-01T08:21:36Z,2017-02-02T10:59:54Z
811,`Node.NodeError 0` is vague,2017-02-02T08:59:44Z,2017-02-07T12:53:32Z
812,"Clarify documentation regarding ""arguments"" passed into Droplet initializer",2017-02-02T11:07:32Z,2017-02-02T11:32:02Z
813,Struggling with Droplet client,2017-02-02T17:15:06Z,2017-02-02T18:12:35Z
815,Can't build project on ubuntu 14.04,2017-02-03T13:19:25Z,2017-02-03T13:45:43Z
819,Feature: Add `sum` to Fluent to sum the values of a column,2017-02-04T03:22:40Z,2017-05-06T14:03:11Z
821,"""malloc: *** error for object 0x103814368: incorrect checksum for freed object"" crash",2017-02-04T14:48:50Z,2017-02-06T11:41:51Z
822,Compilation on linux very slowly,2017-02-05T11:33:24Z,2017-02-09T20:05:13Z
824,Bug: cookie name not used in factory?,2017-02-08T00:06:33Z,2017-02-09T20:08:38Z
825,Drop Client Bug?!,2017-02-08T00:34:25Z,2017-02-08T21:44:36Z
830,Re: Issue #747 (regex support),2017-02-09T01:03:24Z,2017-04-27T11:31:57Z
835,"Error: ""could not bind to""",2017-02-10T16:57:27Z,2017-04-27T09:23:02Z
836,Support for Xcode-beta (Swift 3.1)?,2017-02-10T20:14:30Z,2017-02-13T13:45:20Z
839,environment arguments,2017-02-13T10:04:11Z,2017-05-05T18:56:27Z
840,Compilation issues,2017-02-13T15:27:41Z,2017-02-14T15:12:26Z
841,Confusing Children method,2017-02-14T10:39:09Z,2017-02-14T17:33:58Z
847,Why does Auth presume a backend login?,2017-02-15T01:43:54Z,2017-04-27T09:22:14Z
851,include internal arg in Provider protocol,2017-02-16T13:46:00Z,2017-04-03T17:00:16Z
852,more thorough error pattern,2017-02-17T10:34:07Z,2017-05-05T18:54:43Z
853,Ambiguous reference to member 'get(_:_:_:handler:)',2017-02-17T18:12:57Z,2017-02-22T18:14:30Z
854,Simple project takes always over 5 mins to build,2017-02-19T20:20:11Z,2017-04-27T08:34:43Z
855,feature request: `vapor new` should include at least a single base test,2017-02-19T20:34:37Z,2017-04-27T09:03:01Z
856,Add Vapor to Techempowers Web Framework Benchmark,2017-02-20T19:55:49Z,2017-05-11T21:29:51Z
859,Ensure adding duplicate providers causes no issues,2017-02-22T16:35:46Z,2017-05-05T18:46:31Z
861,Store leaf template code in model,2017-02-23T21:22:22Z,2017-04-27T09:14:46Z
862,Bug: Int.makeNode() and Double.makeNode() crash on linux,2017-02-24T03:05:50Z,2017-03-04T19:27:02Z
863,Bug: relations don't seem to be working on linux,2017-02-24T03:10:00Z,2017-03-05T01:11:14Z
865,How to import Vapor in REPL ?,2017-02-26T05:30:50Z,2017-04-27T08:20:22Z
866,Bug trying to revert with 2 model ,2017-02-28T10:33:11Z,2017-04-27T09:23:47Z
870,Some methods i'm not able to compile on linux,2017-03-01T06:49:27Z,2017-03-03T23:45:30Z
871,Is there any easy way to remote debug a vapor application running on an (develpoment) server?,2017-03-02T01:46:20Z,2017-04-27T08:38:49Z
876,Initial routine with access to models from DB,2017-03-03T08:59:49Z,2017-04-28T09:00:54Z
881,Middleware to validate request body,2017-03-06T12:26:00Z,2017-04-28T08:58:52Z
887,"Usage of ""Bytes"" which is deprecated",2017-03-08T09:31:38Z,2017-04-27T08:04:48Z
891,'uuid/uuid.h' file not found,2017-03-08T17:30:38Z,2017-03-09T02:23:55Z
894,Poor documentation,2017-03-09T16:11:26Z,2017-04-27T08:16:57Z
895,error running: curl -sL toolbox.vapor.sh | bash,2017-03-09T16:55:06Z,2017-03-09T17:05:12Z
896,print host and port,2017-03-10T09:34:57Z,2017-03-27T06:11:07Z
898,Link model object to existing MySQL table,2017-03-13T07:20:00Z,2017-03-13T10:02:41Z
899,Vapor does not handle URL encoded paths correctly,2017-03-13T10:50:21Z,2017-05-04T22:22:36Z
900,Is there anyway JSON(node: ) can be called with [String: Any] type,2017-03-13T10:53:45Z,2017-03-21T08:51:28Z
903,Vapor build link MySQL failing on Xcode,2017-03-14T06:18:39Z,2017-04-27T08:01:28Z
907,Proposal: expiration time support for CacheProtocol and Sessions,2017-03-15T22:42:44Z,2017-03-28T14:03:18Z
918,How to use routing parameter?,2017-03-20T03:25:19Z,2017-03-21T01:29:27Z
924,"error: use of undeclared type 'SSL',   ubuntu ",2017-03-22T01:35:32Z,2017-03-22T05:01:24Z
928,Determine AJAX requests,2017-03-23T18:20:19Z,2017-04-27T08:29:47Z
929,request.uri.port is nil on ubuntu ,2017-03-25T22:53:50Z,2017-05-11T21:04:02Z
930,IncorrectCredentialsError and AccountTakenError don't go through in .production mode,2017-03-26T11:57:29Z,2017-03-27T06:15:15Z
931,uploading files in debug build mode is slow,2017-03-26T16:01:52Z,2017-04-28T08:56:37Z
932,🐛 - filter .notEquals null fails with VaporMemory,2017-03-26T16:56:53Z,2017-04-27T07:56:18Z
933,mediaTypes can't be accessed from App,2017-03-26T16:58:26Z,2017-05-06T13:58:03Z
937,Can't build with latest beta,2017-03-28T22:36:49Z,2017-03-29T18:21:10Z
938,Reqeust.formData is nil for specific content,2017-03-29T07:05:46Z,2017-04-17T18:59:30Z
939,Vapor Docs v2,2017-03-29T09:54:47Z,2017-04-27T08:21:16Z
941,Caching Dependencies,2017-03-30T05:41:01Z,2017-03-30T10:22:17Z
943,feature request,2017-03-30T10:21:01Z,2017-05-06T13:44:29Z
944,Vapor Documentation in Chinese can not open.,2017-03-31T05:51:58Z,2017-04-28T08:55:03Z
945,"Error: Command ""self"" not found.",2017-03-31T09:07:26Z,2017-03-31T17:24:34Z
946,Unable to push to Heroku with Toolbox v1.0.7,2017-03-31T18:44:01Z,2017-03-31T20:08:30Z
947,Failing to deploy with Heroku,2017-03-31T18:47:56Z,2017-03-31T18:50:56Z
949,openssl not found in Vapor beta,2017-04-01T14:00:27Z,2017-04-03T11:53:40Z
951,ConsoleProtocol needs to accept scheme in init,2017-04-03T20:42:32Z,2017-05-08T13:40:34Z
952,No error message on wrong cipher / hash key size in production mode,2017-04-04T21:47:21Z,2017-05-01T10:43:47Z
954,Unable to deploy Vapor 2.0 beta in Heroku,2017-04-05T22:44:52Z,2017-04-27T16:33:56Z
955,Parse dictionary from request query parameters,2017-04-06T02:55:26Z,2017-05-09T16:22:52Z
956,Error: Could not open Xcode project,2017-04-06T06:07:34Z,2017-04-08T02:39:21Z
957,Leaf requires an #ifnot(),2017-04-06T18:23:46Z,2017-04-07T12:25:33Z
958,Vapor on Ubuntu 16.04 armhf doesn't install,2017-04-06T20:43:48Z,2017-04-06T21:11:50Z
961,Project Dependencies updates,2017-04-07T16:14:49Z,2017-04-08T18:10:36Z
962,swift.vapor.sh/ubuntu installs old Swift toolchain,2017-04-08T22:56:21Z,2017-05-06T13:57:01Z
963,Need help with saving image to mysql database,2017-04-09T05:43:05Z,2017-04-09T17:12:23Z
964,"Bumping heroku buildpack to Swift 3.1 causes ""unauthorized"" Mongo Fluent error",2017-04-09T10:54:47Z,2017-04-27T09:03:56Z
969,Droplet workDir is relative to build location not the actual working directory.,2017-04-10T22:42:31Z,2017-04-11T19:59:26Z
970,Crash on new websocket connection - Ubuntu,2017-04-11T04:49:28Z,2017-04-17T22:07:54Z
971,Improved Config,2017-04-11T11:28:12Z,2017-05-05T18:45:33Z
978,How to setup Vapor for iOS projects?,2017-04-19T11:58:17Z,2017-04-19T12:53:19Z
981,logs disabled in production,2017-04-28T10:54:44Z,2017-04-28T11:23:38Z
984,Rethrows on `group` methods,2017-04-29T20:41:19Z,2017-05-08T13:13:13Z
985,"500Error:  fileLoad(""./Resources/Views/welcome.leaf"")",2017-04-30T16:29:52Z,2017-05-01T10:47:20Z
986,v2.0.0-beta22 has growing memory consumption and lower throughput than v1.5.15,2017-05-01T11:20:07Z,2017-05-01T17:42:18Z
988,Problem with pushing to Heroku,2017-05-04T06:38:34Z,2017-05-04T08:48:27Z
989,[DISCUSSION] Sessions Middleware doesn't allow Cookie options to be specified,2017-05-04T23:52:54Z,2017-05-11T21:42:12Z
990,"Reading traditional Chinese (正體中文), page not found",2017-05-07T08:36:27Z,2017-05-08T13:15:28Z
992,Bootstrap Navbar,2017-05-09T01:23:10Z,2017-05-09T11:01:09Z
993,stringinit in resource stuff,2017-05-09T16:55:14Z,2017-05-10T19:05:06Z
994,request query params not being set ,2017-05-10T13:50:37Z,2017-05-11T14:01:32Z
995,add mailgun,2017-05-10T17:29:57Z,2017-05-10T19:07:34Z
999,Add support for proxy in drop.client,2017-05-11T12:16:41Z,2017-05-12T10:18:24Z
1000,test response should set hostname,2017-05-11T14:59:04Z,2017-05-11T16:25:19Z
1004,OSX vapor build  vapor xcode error,2017-05-12T10:15:01Z,2017-05-12T10:18:10Z
1006,WebSocket Connect Convenience,2017-05-12T14:52:21Z,2017-05-15T20:46:17Z
1008,clients.json vs. client.json,2017-05-15T13:26:14Z,2017-05-15T21:45:25Z
1014,Why is there no maintenance in the vapor / documentation issue?The question was submitted for a long time ?,2017-05-18T08:00:00Z,2017-05-18T10:32:31Z
1016,https://apt.vapor.sh: 404: Not Found,2017-05-18T15:44:03Z,2017-05-18T15:54:31Z
1017,Use of unresolved identifier in 'Droplet' and 'Config',2017-05-18T23:17:41Z,2017-05-22T10:29:23Z
1018,Response redirect via POST request instead GET,2017-05-19T09:02:41Z,2017-05-19T10:43:04Z
1019,auth template,2017-05-19T17:21:51Z,2017-07-06T16:37:02Z
1020,EngineClient.factory.post might be appending ? to URI if query dict is empty,2017-05-19T20:55:37Z,2017-05-25T15:33:10Z
1021,2.0 mysql,2017-05-20T17:21:10Z,2017-05-22T10:30:14Z
1022,Can't migrate to Vapor 2 from beta: swift-package: error: unsatisfiable,2017-05-21T08:16:45Z,2017-05-21T14:27:27Z
1023,vapor xcode -y asks for Github username,2017-05-21T13:35:32Z,2017-05-21T14:26:14Z
1024,PersistMiddleware persists on every request,2017-05-22T15:42:10Z,2017-05-23T11:33:37Z
1026,Setting Cookie Name,2017-05-23T13:27:35Z,2017-05-26T14:55:18Z
1027,MYSQL_TYPE_JSON  error when building with mysqlProvider on Ubuntu 16.04 with MariaDB 10.1 ,2017-05-23T14:11:16Z,2017-05-23T14:51:56Z
1028,Using RedisProvider for less than the value,2017-05-23T14:12:40Z,2017-05-23T14:53:49Z
1029,Using RedisProvider for less than the value ,2017-05-24T03:24:55Z,2017-05-26T11:18:59Z
1031,URI init default port added twice,2017-05-25T16:35:15Z,2017-05-26T11:13:29Z
1032,Fluent select specific columns from table,2017-05-25T21:51:10Z,2017-05-26T11:15:10Z
1034,Make FileMiddleware's file serving logic reusable,2017-05-26T13:53:58Z,2017-06-06T12:03:43Z
1036,structured data wrapper for view data,2017-05-26T14:50:55Z,2017-06-13T18:52:54Z
1037,Vapor University returns 502 Bad Gateway error,2017-05-27T00:14:21Z,2017-06-02T10:46:57Z
1038,Can't Run Hello Vapor Project on Xcode,2017-05-27T03:29:30Z,2017-05-30T11:15:16Z
1040,"MariaDB 10.2 - cannot restart app, exits with tableExistsError",2017-05-28T12:44:47Z,2017-06-02T15:59:47Z
1041,Problem with query with points (.),2017-05-29T06:44:05Z,2017-05-30T11:21:59Z
1042,support `text/javascript` header for JSON,2017-05-29T09:08:40Z,2017-06-06T12:03:44Z
1043,Clarity around email client implementations,2017-05-31T04:31:43Z,2019-11-17T11:34:09Z
1044,Change default Primary Keys to bigint for MySQL and PostgreSQL,2017-05-31T17:00:20Z,2018-03-22T01:20:01Z
1045,vapor new project --template=api hangs when trying to initialize git repository,2017-06-01T03:38:11Z,2017-06-02T13:39:46Z
1046,vapor xcode Fails,2017-06-01T03:52:20Z,2017-06-01T07:47:38Z
1047,HTTP Client is resetting the query,2017-06-01T07:46:15Z,2017-06-01T19:19:11Z
1049,Slack Archive Bot,2017-06-01T16:55:47Z,2017-06-07T10:42:12Z
1050,Fix Proxy Issue,2017-06-01T17:00:13Z,2017-06-01T19:19:03Z
1051,[BUG] query params and percent encoding,2017-06-03T06:40:54Z,2017-06-06T11:12:16Z
1055,[Bug] Query string parameters encoding [],2017-06-05T14:40:47Z,2017-06-13T20:51:02Z
1056,remove `version` command,2017-06-06T14:16:01Z,2017-06-13T19:56:36Z
1058,brew formula is outdated :(,2017-06-07T03:21:23Z,2017-06-07T07:59:59Z
1062,BUG: testResponse always uses .get,2017-06-08T18:12:08Z,2017-06-08T20:04:27Z
1065,Vapor xcode fail,2017-06-10T17:25:40Z,2017-06-10T17:29:06Z
1067,'vapor run prepare --revert' misleading console output ,2017-06-13T08:49:09Z,2017-06-14T14:04:43Z
1068,post form bug,2017-06-15T13:02:09Z,2017-07-03T16:49:53Z
1069,Passing a config file path dynamically,2017-06-17T21:38:12Z,2017-06-29T19:14:13Z
1070,debug client requests ,2017-06-19T13:02:58Z,2018-03-22T23:25:40Z
1072,localhost:8080 loads jenkins instead of vapor page,2017-06-23T05:31:09Z,2017-06-23T08:17:22Z
1076,URI init default port added twice,2017-07-03T14:36:18Z,2017-07-03T16:03:20Z
1077,Plus sign is not encoded by formURLEncoded() function,2017-07-05T13:37:02Z,2017-07-05T20:11:18Z
1080,1.5 mysql,2017-07-08T05:14:49Z,2017-07-08T11:54:24Z
1084,Unable to push to Heroku,2017-07-11T10:17:22Z,2017-07-12T03:34:39Z
1086,EngineClient fails to resolve localhost,2017-07-14T22:42:44Z,2017-08-08T00:06:27Z
1087,Ubuntu Compilation Issue,2017-07-17T19:30:24Z,2017-07-17T20:19:08Z
1088,support Swift 4,2017-07-17T20:18:50Z,2017-08-10T23:35:53Z
1091,Apache2 Configuration,2017-07-20T16:19:12Z,2017-08-07T18:52:56Z
1092,CORS configuration reads `exposedHeaders` field incorrectly from JSON file,2017-07-23T02:53:16Z,2017-08-07T19:33:55Z
1094,commands as xcode schemes,2017-07-28T20:54:00Z,2019-11-17T11:34:50Z
1095,a Client generated via droplet ClientFactoryProtocol close stream after some requests,2017-07-29T01:26:39Z,2017-08-07T23:46:49Z
1096,Postgresql Index names on fields with the same name in different tables,2017-07-31T09:27:56Z,2017-08-07T23:51:31Z
1097,don't omit parameter labels,2017-08-01T03:34:48Z,2018-01-24T17:13:22Z
1098, error: missing required module 'CTLS',2017-08-02T09:07:13Z,2017-08-03T02:05:37Z
1100,Use of undeclared type 'Model',2017-08-04T03:15:56Z,2017-08-05T04:33:37Z
1101,Performance regression on Linux in vapor 2.x,2017-08-04T12:25:06Z,2017-08-07T20:15:39Z
1102,Request.json Cannot read,2017-08-07T03:05:47Z,2017-08-07T23:52:44Z
1103,extend siblings() method for fetching siblings from current Category and its children,2017-08-07T09:22:18Z,2017-08-07T23:55:09Z
1105,localization,2017-08-07T21:36:57Z,2019-02-16T13:52:57Z
1108,SMTP GMail client bug,2017-08-10T13:51:35Z,2017-08-10T19:04:06Z
1113,How to use PostgreSQL transaction in vapor,2017-08-11T02:50:04Z,2017-08-11T13:53:59Z
1114,Status code 200 == not found?,2017-08-11T13:59:45Z,2017-08-14T21:26:16Z
1116,The model uses the difference between database and drop using database,2017-08-14T01:57:43Z,2017-08-15T04:22:46Z
1117,How to use vapor upload files,2017-08-16T06:31:53Z,2017-08-16T17:57:42Z
1118,Cannot use Vapor swift undex xcode 8.3.3,2017-08-16T15:33:28Z,2017-08-23T19:46:08Z
1119,Stream Error: The stream is closed,2017-08-18T02:44:56Z,2018-03-23T00:16:30Z
1120,Using Vapor with High Sierra ,2017-08-18T20:12:18Z,2017-10-06T22:59:49Z
1128,Can't compile executable depending on Vapor on Ubuntu 16.04 with Swift 4 compiler,2017-08-27T12:04:52Z,2017-08-27T13:23:11Z
1129,Packages not reloading,2017-08-30T04:49:26Z,2017-09-19T21:27:57Z
1132,websockets tests failing,2017-08-30T20:09:31Z,2017-10-25T14:46:19Z
1133,convert fluent to async/nonblocking ,2017-08-30T20:10:43Z,2017-11-23T11:57:58Z
1134,integrate ctls w/ swift 4 and vapor 3,2017-08-30T20:11:54Z,2017-10-25T14:42:28Z
1135,async tls module,2017-08-30T20:11:59Z,2017-10-17T08:55:31Z
1137,"Vapor 3 ""Route"" objects",2017-08-30T22:52:04Z,2017-10-25T14:42:49Z
1138,Vapor 3,2017-08-31T18:31:53Z,2018-03-23T00:16:47Z
1139,ensure proper `errno` usage,2017-09-01T17:35:40Z,2018-03-23T00:15:58Z
1140,vapor.codes/vapor.sh cert expired,2017-09-03T14:52:57Z,2017-09-04T19:35:19Z
1143,Vapor 3 - Crash on TCPTests,2017-09-05T13:32:40Z,2017-10-25T14:43:28Z
1145,Vapor 3 - Base64 as closable stream,2017-09-06T14:17:13Z,2017-10-04T18:21:28Z
1148,vapor socket,2017-09-07T08:47:50Z,2018-03-22T23:25:13Z
1154,"[question] Is there a distributed ""Actor"" model framework to make distributed server cluster on top of vapor?",2017-09-13T18:20:38Z,2018-03-23T00:16:59Z
1156,Extend makeResponse() to support statuses other than Status.ok,2017-09-16T05:03:37Z,2018-04-27T01:29:28Z
1160,Can not install Vapor via APT,2017-09-20T18:22:43Z,2017-09-21T17:50:53Z
1163,vapor (Toolbox) hanging / not ending,2017-09-21T15:50:52Z,2017-09-21T17:49:01Z
1165,Can't build Vapor project on Ubuntu 16.04 with Swift 4.0 compiler,2017-09-21T20:05:50Z,2017-09-22T17:36:16Z
1166,Can't send email via SMTP,2017-09-22T15:12:35Z,2017-09-22T15:14:57Z
1167,Update for Xcode 9 - check.vapor.sh,2017-09-22T16:00:27Z,2017-09-29T17:06:12Z
1168,Unable to push to heroku,2017-09-25T06:06:05Z,2017-09-25T16:33:14Z
1172,cli command to create new migrations,2017-09-27T18:57:29Z,2018-01-23T09:37:26Z
1173,fluent identifier as protocol instead of concrete type,2017-09-27T21:02:58Z,2017-11-23T11:58:20Z
1175,sessions parity,2017-09-28T18:21:38Z,2017-11-01T10:55:10Z
1176,async redis,2017-09-28T18:22:23Z,2017-10-25T14:44:00Z
1177,auth beta,2017-09-28T18:26:17Z,2017-12-08T21:12:21Z
1178,store value in fluent relation,2017-09-28T23:58:35Z,2017-11-23T11:58:23Z
1181,get rid of warnings,2017-10-04T20:30:56Z,2018-01-24T17:33:55Z
1183,vapor toolbox won't install through Homebrew,2017-10-06T09:57:06Z,2017-10-06T22:58:59Z
1184,integrate with appcode/intellij sdk,2017-10-07T01:28:54Z,2019-11-17T11:35:29Z
1185,TLS improvements,2017-10-08T12:20:43Z,2017-12-08T21:42:26Z
1187,Chunked requests/responses,2017-10-08T13:55:52Z,2017-11-30T08:17:05Z
1190,Xcode integration,2017-10-10T00:20:49Z,2018-03-23T00:21:15Z
1191,Change the way  ENV variable values are specified in config files,2017-10-11T03:10:49Z,2018-01-04T16:20:22Z
1192,dash docs integration,2017-10-11T12:15:19Z,2018-04-27T01:29:49Z
1194,SessionsMiddleware and CacheSessions with PostgreSQL,2017-10-12T04:53:21Z,2018-04-27T01:32:03Z
1196,Routes and Parameters are case-sensitive,2017-10-13T08:45:04Z,2018-02-19T08:50:10Z
1199,tls server,2017-10-16T06:13:34Z,2019-01-31T07:39:10Z
1200,jwt claims,2017-10-16T23:07:57Z,2017-12-08T21:13:09Z
1201,middleware config conveniences,2017-10-16T23:08:38Z,2017-12-09T00:20:21Z
1202,More remade status codes in HTTP,2017-10-17T08:48:55Z,2017-11-01T10:55:31Z
