number,title,created_at,closed_at
489,Memory leak when GZIP compression is enabled,2018-07-20T13:42:01Z,2018-08-30T08:56:13Z
490,Error with static content resolution when running from IDE,2018-07-20T18:42:52Z,2018-07-23T13:29:16Z
492,Error with static content resolution when running from a JAR,2018-07-20T18:54:51Z,2018-07-23T16:21:28Z
494,StaticContentResolution: problem with dot in resourcePackage,2018-07-21T16:35:14Z,2020-02-12T22:01:32Z
495,Ktor HTTP Server on Android 5.0 (API 21) leads to an error,2018-07-22T13:17:11Z,2018-07-24T18:36:47Z
499,ktor intellij idea plugin doesn't create a src folder and other folder  when creating a project,2018-07-27T10:32:32Z,2018-08-03T20:20:29Z
500,Empty response with Apache Client,2018-07-28T22:30:22Z,2018-07-31T07:01:11Z
502,Exception when instantiating HttpClient in version 0.9.3,2018-07-31T22:04:44Z,2018-08-03T14:43:55Z
507,Basic WebSocket client example fails to compile,2018-08-02T19:32:48Z,2018-08-02T19:40:50Z
508,Netty backpressure,2018-08-03T04:26:35Z,2018-08-10T00:13:22Z
510,Gracefully handle WebSocket closures,2018-08-05T12:32:29Z,2019-01-20T13:09:07Z
511,Some URLs treated as invalid format,2018-08-07T15:22:04Z,2018-08-14T14:40:07Z
512,"`call.respond(someObj)` returns 404 silently, should be `500`?",2018-08-09T07:15:07Z,2018-08-13T10:34:29Z
513,`static()` routing responds `404` if specified a wrong directory,2018-08-09T08:14:02Z,2018-08-24T11:00:33Z
515,Log missing urls,2018-08-09T09:04:36Z,2018-10-23T10:41:21Z
516,Failed to pass multipart boundary: unexpected end of stream,2018-08-10T02:54:02Z,2018-12-17T10:25:31Z
518,"com.typesafe.config.ConfigException$NotResolved: called valueType() on value with unresolved substitutions, need to Config#resolve() first",2018-08-11T13:57:39Z,2018-08-13T06:47:59Z
520,ktor-http URLBuilder.takeFrom fails because of double url decoding,2018-08-14T08:54:14Z,2018-10-02T05:44:17Z
521,Share client cookies with sub-domains,2018-08-14T13:08:44Z,2018-09-13T09:26:36Z
522,ktor-client-features: Digest authorization,2018-08-15T12:19:19Z,2018-12-27T09:20:37Z
523,Download file with custom name,2018-08-15T15:26:25Z,2018-08-16T08:55:18Z
526,Tailcard parameter matcher capturest rest of its segment ,2018-08-17T08:47:36Z,2019-01-16T10:08:27Z
528,freemarker problem,2018-08-17T18:07:32Z,2018-08-17T18:27:59Z
531,"HttpStatusCode.ExceptionFailed is wrong: 417 must be ""Expectation Failed""",2018-08-21T16:36:20Z,2018-08-21T16:40:02Z
534,Large responses are not completely sent with 'Connection: close',2018-08-22T09:51:16Z,2018-08-30T08:27:13Z
542,ktor-http@0.9.3 URLBuilder.takeFrom(URI) does not import username or password,2018-08-28T00:49:37Z,2018-08-28T02:07:08Z
546,CIO throws exception if java platform version contains hyphen (e.g. 1.8.0_152-release),2018-08-28T12:12:09Z,2018-08-29T06:39:54Z
550,oauth2 misleading message on error 405 (wrong method) getting token,2018-08-30T17:53:40Z,2018-10-24T17:34:34Z
552,Startup exception from GMTDate constructor,2018-08-31T07:08:37Z,2019-02-14T13:25:38Z
553,Fail to parse URL,2018-08-31T07:10:41Z,2018-09-18T22:28:21Z
555,Specify the base path for requests,2018-08-31T12:56:45Z,2018-08-31T13:06:25Z
560,secure Websocket client failed,2018-09-04T18:14:53Z,2019-06-05T06:29:10Z
561,ktor-http: [URLBuilder] Specifying a protocol with a default port value overwrites an already specified port,2018-09-04T22:18:50Z,2018-10-10T05:33:55Z
562,"Add shorthands for http verbs `patch`, `head` and `options` to ktor-client",2018-09-05T15:32:04Z,2018-09-18T22:28:21Z
563,[Bug][Routing] call.uri does not contain anything after # in url.,2018-09-06T03:40:16Z,2018-09-06T07:38:01Z
564,Netty warning: Failed to find a usable hardware address,2018-09-06T11:37:00Z,2018-09-13T13:53:26Z
567,[Bug] [0.9.4 only] Odd HttpClient (Apache) bug when posting to long urls (Regex stack overflow),2018-09-07T02:52:30Z,2018-09-19T06:28:32Z
570,`HttpClient.readText` issue,2018-09-07T12:18:39Z,2018-10-10T19:30:10Z
574,ktor-netty draws error from io.netty.util.ResourceLeakDetector,2018-09-11T10:14:16Z,2018-10-24T17:33:18Z
577,no percentage symbol url encode on url parameters,2018-09-12T14:55:54Z,2018-09-13T07:13:05Z
580,Netty configuration doesn't allow configuring request max length,2018-09-13T15:40:15Z,2018-10-12T10:32:56Z
584,[ktor client] Android build failed with enabled multiDex,2018-09-14T12:30:04Z,2018-10-29T06:21:52Z
586,ClosedWriteChannelException: The channel was closed,2018-09-16T12:22:44Z,2018-10-10T05:32:10Z
590,ktor-client-json always serializes body when contenttype is set as JSON,2018-09-19T15:49:10Z,2018-09-21T07:43:59Z
592,ktor-client-ios|0.9.4| Could not resolve all files for configuration in gardle build,2018-09-19T19:12:12Z,2018-09-19T20:22:26Z
596,Uploading file with non ascii character cause parsing error,2018-09-21T09:33:22Z,2018-12-06T10:04:21Z
598,Kotlin 1.3.x non-experimental co-routines,2018-09-21T12:18:23Z,2018-09-21T13:28:53Z
599,Please add documentation for UnsafeHeaderException,2018-09-22T16:26:11Z,2018-09-22T17:28:05Z
600,ktor-client-json (>0.9.3) isn't usable on Gradle,2018-09-22T23:46:45Z,2018-10-10T05:31:30Z
603,How upload Ktor project to Firebase,2018-09-24T14:44:56Z,2018-09-27T14:37:09Z
605,HttpClient: cookies not mathes for subdomains,2018-09-25T12:32:58Z,2018-09-26T12:30:19Z
607,server responding with incorrectly encoded redirects breaks in ktor-client,2018-09-26T07:05:19Z,2018-10-10T05:31:10Z
609,Netty failures when content body not fully read,2018-09-26T10:21:01Z,2018-10-09T08:07:57Z
610,HttpClient: HttpRedirect feature worked incorectly,2018-09-27T04:38:29Z,2018-10-16T08:43:52Z
611,How to get body parameters of post,2018-09-27T13:49:20Z,2018-10-02T12:37:55Z
615,HttpClient MockEngine cannot be used when JsonFeature is expected,2018-10-01T11:12:00Z,2019-02-15T08:15:53Z
616,Adding module level location path,2018-10-01T13:17:40Z,2018-10-01T13:49:44Z
618,Installing interception and respondText will still respond to routing.,2018-10-02T10:56:33Z,2018-10-02T13:03:03Z
622,BUG/PROBLEM: KTOR Client does not recive custom HTTP status code,2018-10-03T06:53:21Z,2018-10-15T08:11:44Z
623,Secure Websocket closes immediately ,2018-10-03T22:16:04Z,2018-12-26T13:11:31Z
624,Bug in CookiesStorage leads to path mismatch,2018-10-04T14:49:37Z,2018-10-16T08:43:29Z
625,error when adding some feature ,2018-10-04T19:24:53Z,2018-10-29T06:50:18Z
626,Undefined symbols for _kfun:platform.darwin.objcKniBridge77$darwin(kotlin.native.internal.NativePtr;kotlin.native.internal.NativePtr)platform.darwin.NSObject?,2018-10-05T18:54:51Z,2018-10-10T08:33:35Z
627,The decoder gets stuck in infinite loop,2018-10-06T13:07:22Z,2018-10-10T05:23:40Z
630,Ktor Project Generator tries to load missing ktor-generator.js,2018-10-07T16:16:54Z,2018-10-08T11:33:22Z
631,CORS headers missing when sending a request with Angular but exist when using Vue,2018-10-08T10:12:09Z,2018-10-08T10:36:07Z
632,KotlinxSerializer fails to parse JSON on iOS,2018-10-08T15:23:56Z,2018-10-15T08:14:16Z
633,HttpClient should throw on exception instead of returning default value for 4xx responses,2018-10-09T11:15:43Z,2018-10-10T10:03:09Z
634,Exception in initialization of HttpClient 1.0.0-alpha-1,2018-10-09T21:43:51Z,2018-10-11T11:41:04Z
635,ContentType for HttpClient request,2018-10-09T23:24:05Z,2018-10-16T14:56:06Z
638,HttpClient Apache double escaping (no escaping) path,2018-10-12T08:23:35Z,2018-10-16T08:42:36Z
641,Certs check fail Raw SSL Connection,2018-10-13T18:09:19Z,2019-02-07T11:44:52Z
646,"ktor 1.0 alpha-1,2,3: StatusPages exception handling misbehaves when exception thrown inside coroutine",2018-10-15T15:52:03Z,2018-10-24T16:54:39Z
648,After HeadersBuilder.contentType deprecation now is impossible to use typed way for setting the Content-Type in MultiPartFormDataContent,2018-10-16T09:42:46Z,2018-10-16T09:50:58Z
654,Available for read from channel 4088,2018-10-17T14:07:48Z,2018-10-18T05:18:06Z
656,"How to subscribe events onClose, onConnect, onError in websocket ?",2018-10-18T10:21:34Z,2018-10-18T18:03:01Z
658,Multiplatform: Assertion failed,2018-10-18T15:13:59Z,2018-10-29T08:37:16Z
660,Best praxis for logging response from http client with scope.responsePipeline.intercept,2018-10-19T07:30:21Z,2019-01-13T18:55:27Z
661,Kotlin Native: creating custom HttpClientEngineFactory results in Undefined symbols,2018-10-19T08:06:04Z,2018-10-25T07:29:07Z
664,JWT: all the verification exceptions are suppressed,2018-10-19T13:36:04Z,2018-10-24T16:54:10Z
666,Missing JsonFeature dependency for Javascript,2018-10-22T07:39:40Z,2018-10-29T10:54:21Z
668,Doesn't work with coroutines 1.0.0-RC1 ,2018-10-22T15:10:49Z,2018-10-24T16:53:49Z
669,Basic sample fails with,2018-10-23T00:00:27Z,2019-02-11T06:56:15Z
670,Do not register connector if the port/host is not set when using commandLineEnvironment(),2018-10-23T10:21:14Z,2018-10-24T16:53:25Z
674,Network errors on Windows machines,2018-10-24T16:46:48Z,2018-12-24T17:45:12Z
675,Nonce generation consumes system entropy too aggressively,2018-10-24T20:21:38Z,2018-11-12T05:13:57Z
676,JWT validation failure,2018-10-25T07:13:55Z,2018-11-08T07:33:01Z
678,ktor client iOS hangs forever in runBlocking,2018-10-26T14:07:24Z,2018-10-26T17:18:24Z
679,Ktor HttpClient runs forever (after encountering an error in the previous execution),2018-10-29T07:01:56Z,2019-04-16T09:11:33Z
681,There should to be a better way to set platform specific defaultCharset in the HttpResponseConfig,2018-10-29T15:43:23Z,2019-04-16T09:10:45Z
682,CIO client never responds when running on AWS,2018-10-29T17:07:13Z,2018-11-13T07:43:54Z
683,ktor-client-json-js: NoTransformationFound when using JsonFeature,2018-10-30T10:26:02Z,2018-11-08T08:59:01Z
685,Netty WriteTimeoutException with 1.0.0-beta-3,2018-10-30T15:00:35Z,2018-11-11T13:18:38Z
687,Multipart file upload throws with special characters in filename,2018-10-31T10:39:27Z,2018-12-06T10:04:03Z
688,io.ktor.locations.location being deprecated,2018-10-31T14:26:59Z,2018-11-02T06:09:56Z
690,Inconsistencies with Cookie value encoding,2018-10-31T18:56:21Z,2019-02-26T14:41:57Z
691,OkHttpClientEngine cannot handle cancellation well,2018-11-01T06:13:09Z,2018-11-08T10:56:48Z
693,Make MockEngine multiplatform,2018-11-01T20:31:33Z,2018-11-07T10:55:41Z
696,Support RFC 850 date format,2018-11-02T08:11:49Z,2019-08-23T09:37:08Z
698,can't create CIO client on android,2018-11-02T16:06:40Z,2018-11-07T10:55:41Z
700,URLBuilder.path should return this,2018-11-04T05:59:02Z,2018-11-07T10:55:40Z
701,编译运行显示：错误: 找不到或无法加载主类 MainKt,2018-11-05T14:15:48Z,2018-11-05T14:54:42Z
702,TestApplication return a null HttpStatusCode when a route isn't found,2018-11-05T15:35:24Z,2019-01-16T10:06:18Z
703,https issue with CIO engine in ktor-client,2018-11-06T14:31:10Z,2018-11-29T07:11:42Z
708,Page not fully rendered (Compression + HTML builder),2018-11-08T08:28:46Z,2018-11-11T13:18:16Z
709,Add Feature - Thymeleaf template engine,2018-11-08T13:40:00Z,2019-04-24T15:08:14Z
710,ktor-client with okhttp engine is leaking connection,2018-11-08T17:10:45Z,2018-11-12T11:48:33Z
713,ktor-features: Add Mustache feature,2018-11-09T17:48:57Z,2018-12-27T09:52:55Z
715,How to discard network exception caused by ktor client?,2018-11-10T08:17:33Z,2018-12-18T14:38:47Z
717,websocket send frame from non suspending progress listener ,2018-11-10T18:29:54Z,2018-11-11T13:35:02Z
721,Ktor-client forcing a dependency on coroutines in the multiplatform world,2018-11-12T17:13:11Z,2018-11-14T07:16:47Z
722,Provide a Logging Feature for Http Client Logging,2018-11-12T17:28:45Z,2018-12-17T10:29:30Z
726,MockEngine missing from 1.0.0-beta-4?,2018-11-14T15:44:45Z,2018-11-15T04:18:27Z
731,Add samples or utilities for using MockEngine in cross-platform unit tests,2018-11-15T15:04:17Z,2019-04-09T09:44:37Z
733,Webjars feature can't handle all URIs,2018-11-16T16:26:58Z,2020-03-22T19:37:33Z
734,json not send,2018-11-17T00:52:35Z,2018-12-08T18:06:30Z
736,Support Session Cookie,2018-11-18T15:24:56Z,2018-12-06T10:04:54Z
738,War artifact name is included in route resolution,2018-11-19T15:42:27Z,2019-05-08T22:15:03Z
739,KotlinxSerializer only supports last registered list,2018-11-19T23:25:46Z,2018-11-29T07:11:42Z
741,Feature CachingHeaders: Overload resolution ambiguity,2018-11-20T11:14:08Z,2018-12-06T10:05:18Z
743,Outgoing websocket channel silently fails to send text frame,2018-11-20T19:07:01Z,2019-02-20T09:23:10Z
744,Wrapper Using have access to t-io http,2018-11-21T02:31:01Z,2018-11-23T05:29:44Z
745,Conflict between ContentNegotiation and Websockets,2018-11-21T07:43:58Z,2018-12-06T10:04:42Z
746,ktor-client-js: Crashing requests that define a custom body,2018-11-21T07:57:28Z,2018-11-29T07:11:42Z
747,Streaming support in ContentConverter::convertForSend for ContentNegotiation,2018-11-21T08:16:17Z,2018-11-22T10:58:09Z
749,How to handle single page applications routing?,2018-11-21T11:54:15Z,2018-11-22T10:02:20Z
753,Autoreload is broken,2018-11-22T16:54:13Z,2018-12-06T10:06:06Z
754,Add default headers when using okHttpClient,2018-11-22T19:54:14Z,2018-11-22T20:13:42Z
756,Default thread names in jetty-server.,2018-11-23T21:28:36Z,2018-12-24T17:45:19Z
757,Cannot upload non-english name file with multipart/form request,2018-11-25T08:21:47Z,2018-12-06T10:00:28Z
760,Does ktor-client allow setting proxy with authentication?,2018-11-26T23:49:48Z,2018-11-27T00:34:13Z
761,Difference of cookies management strategies in ktor-client,2018-11-27T14:40:47Z,2018-11-28T06:35:42Z
762,ktor-client-cio crashes on Android 4.2,2018-11-27T19:10:01Z,2018-12-27T09:53:08Z
764,ktor-client-cio NetworkOnMainThread exception when launched on Dispatchers.Main,2018-11-28T13:43:49Z,2019-01-11T07:45:37Z
765,"CIO client TLSException on specific sites, works with Apache",2018-11-29T01:04:18Z,2018-12-26T13:09:10Z
766,FormBuilder lacks API constructing file upload request with custom body header,2018-11-29T11:06:54Z,2019-02-14T13:18:39Z
767,Requesting locations with fields of incompatible type gives Error 500,2018-11-29T14:50:51Z,2019-01-16T10:09:23Z
770,Apache HTTP Client often hangs forever (deadlocks) in async block,2018-12-02T01:27:44Z,2019-02-27T08:31:10Z
772,Can't read JSON response with wrong Content-Type,2018-12-04T00:31:28Z,2019-02-14T12:07:49Z
774,"`OutputStreamContent` in server-core jar, but could be used by client as well",2018-12-04T20:48:54Z,2019-04-30T12:17:51Z
775,IllegalArgumentException: Neither port nor sslPort specified.,2018-12-05T09:21:52Z,2018-12-20T15:23:17Z
779,Is it possible to use the shutdown url feature using an authenticated route?,2018-12-10T13:44:59Z,2019-09-24T13:21:41Z
780,Usage of kotlinx.serialization as ContentNegotiation in server ,2018-12-10T20:54:10Z,2018-12-11T18:39:03Z
781,Change http://ktor.io/ to https://ktor.io/ in description.,2018-12-11T02:00:17Z,2018-12-11T13:08:11Z
782,Multiplatform NodeJS Http Client.,2018-12-11T02:09:49Z,2018-12-26T13:08:22Z
783,LinkageError: loader constraint violation,2018-12-11T06:58:01Z,2018-12-24T17:45:26Z
787,Ktor-Client-iOS truncates JSON responses,2018-12-12T11:41:55Z,2019-02-21T16:57:35Z
792,SessionTransportTransformerDigest is unsafe,2018-12-14T00:13:56Z,2018-12-24T17:45:35Z
796,ktor-logging: responses not forwarded for all log levels expect ALL,2018-12-14T12:41:56Z,2018-12-26T13:07:24Z
797,ktor-logging: logging multipart form data results in crash,2018-12-14T12:49:20Z,2019-02-20T10:20:29Z
798,Digest challenge invokes browser credentials popup,2018-12-15T00:43:39Z,2019-01-29T09:50:30Z
800,[BUG] HttpClient(CIOEngine),2018-12-15T13:22:54Z,2019-01-10T19:28:52Z
801,HttpClient Logging feature throws MalformedInputException,2018-12-16T15:45:42Z,2019-02-26T14:41:56Z
803,NSURLSession error doesn't lead to an exception in HttpClient::post,2018-12-18T09:41:57Z,2018-12-20T10:20:43Z
804,Type of request is changed from GET to POST,2018-12-18T18:35:23Z,2019-03-19T06:54:03Z
806,ktor-client with CIO engine stops perfoming requests,2018-12-19T15:16:06Z,2019-01-16T08:53:43Z
808,HTTPClient Logging feature depends on an SLF4J implementation,2018-12-19T19:34:26Z,2018-12-20T03:56:32Z
810,"kCFStreamErrorDomainSSL, -9807 only when running tests",2018-12-20T08:44:57Z,2018-12-20T10:32:05Z
811,"Got ""Content type application/json is not supported"" exception when the class to serialize/unserialize is in the function",2018-12-20T14:03:51Z,2019-01-17T11:31:48Z
812,http client won't deserialize JSON?,2018-12-20T20:37:27Z,2018-12-21T20:18:00Z
814,how can i configuring the client,2018-12-21T07:27:13Z,2018-12-23T01:59:50Z
816,Error 'Fail to obtain native stream' in Firefox,2018-12-22T01:02:34Z,2019-04-09T09:36:53Z
817,SSE request hangs if use Compression,2018-12-22T07:33:38Z,2019-01-22T07:05:48Z
818,http-client UrlBuilder adds = to query parameters without value,2018-12-23T09:21:26Z,2019-01-10T07:41:19Z
820,Error in build IOS project,2018-12-23T15:50:46Z,2019-01-09T08:43:12Z
822,MapApplicationConfig should not be final,2018-12-24T08:50:57Z,2018-12-24T17:44:54Z
825,Environment doesn't match class Interface,2018-12-24T20:52:23Z,2019-01-16T10:10:13Z
826,import io.ktor.util.pipeline.* doesn't resolve on Ktor 1.1.0,2018-12-24T21:17:45Z,2018-12-26T23:21:49Z
827,[Client] WebSocket masking cannot be enabled,2018-12-24T22:12:30Z,2018-12-26T12:58:31Z
828,In ktor repo ktor-client-ios-macosX64 should be all lowercase,2018-12-25T02:10:24Z,2018-12-27T01:04:09Z
829,Ktor 1.1.0 can't install features anymore,2018-12-25T07:24:25Z,2018-12-27T11:02:16Z
834,ApplicationRequest.host and port functions don't respect proxy headers,2018-12-27T11:10:28Z,2019-01-16T10:10:21Z
837,ios artifact naming,2018-12-28T09:03:31Z,2018-12-28T09:11:57Z
839,Unable to use KotlinxSerializer for Json List values in response,2018-12-28T20:26:12Z,2020-01-15T12:39:01Z
841,Unsupported format version '0.3' specified in module metadata. This version of Gradle supports format version 0.4 only.,2018-12-30T16:10:46Z,2019-01-06T06:03:15Z
843,Issue setting cookies with 302 responses,2019-01-02T19:25:05Z,2019-07-19T12:10:25Z
844,"If use @location ,At the same time, this route needs post method to solve. I can only use the post of io.ktor.routing.post, but it feels weird",2019-01-03T08:32:29Z,2019-01-10T12:38:08Z
845,How to clear cookie,2019-01-03T09:48:38Z,2019-01-07T06:44:39Z
846,Content-Length is not set when using MultiPartFormDataContent,2019-01-04T03:07:04Z,2019-05-08T13:33:16Z
848,Ktor with kotlin v1.3.20-eap-52,2019-01-04T13:36:45Z,2019-01-09T13:47:35Z
851,Client silently ignoring http method,2019-01-06T17:07:48Z,2019-02-26T14:41:56Z
852,URL without protocol and with port parsed incorrectly by URLBuilder,2019-01-06T22:24:35Z,2019-01-16T08:52:24Z
853,CIO: allow empty header values,2019-01-06T23:23:52Z,2019-01-16T08:52:24Z
854,ktor-client-logging has problems handling large response content,2019-01-07T08:54:43Z,2019-01-08T13:48:45Z
855,iosArm32 configuration,2019-01-07T13:59:06Z,2019-01-09T13:41:11Z
856,Version of com.auth0:jwks-rsa used by ktor-auth-jwt contains known security vulnerability,2019-01-08T00:21:12Z,2019-01-16T10:09:40Z
859,ktor client's 1.1.1 serialization is broken,2019-01-09T08:46:14Z,2019-01-09T09:03:49Z
860,Missing iOS dependencies for version 1.1.1,2019-01-09T10:37:42Z,2019-01-09T12:27:10Z
861,WebSocket client header SecWebSocketKey should be 16-bytes,2019-01-10T00:47:15Z,2019-01-16T08:52:24Z
863,Chained slow calls break application,2019-01-10T20:02:24Z,2019-06-05T06:27:32Z
864,call.sessions.set<SessionData> doesn't do anything in websocket,2019-01-12T08:29:32Z,2019-01-16T10:09:13Z
865,File upload with quote in name fail,2019-01-13T00:12:04Z,2019-01-13T15:49:06Z
866,io.ktor.client.call.ReceivePipelineException: Fail to run receive pipeline in iOS,2019-01-13T15:28:11Z,2019-02-21T16:57:28Z
867,"Exception when using ""logging feature"": ""java.lang.IllegalStateException: Failed to find HttpClientEngineContainer in classpath via ServiceLoader""",2019-01-13T16:03:50Z,2019-01-13T18:24:59Z
868,ktor-client-logging: Sending empty body after logging at BODY/ALL ,2019-01-14T02:27:09Z,2019-04-05T09:25:38Z
872,"ContentNegotiation register content type ""text/*"" can not match ""text/plain""",2019-01-15T02:50:05Z,2019-01-17T11:31:40Z
876,Invalid routing on multiple tailcards,2019-01-15T21:48:49Z,2019-01-16T10:08:04Z
881,Can't use File objects when packaged as JAR,2019-01-16T20:39:16Z,2019-01-16T22:32:45Z
884,Override exceptions from the http client with a feature?,2019-01-17T04:00:33Z,2019-03-19T06:44:09Z
888,Can't run on Android: More than one file was found with OS independent path 'META-INF/ktor-http.kotlin_module',2019-01-20T11:40:10Z,2019-01-20T12:03:19Z
889,Conflict between WebSockets and StatusPages,2019-01-20T15:48:09Z,2019-01-22T07:06:52Z
891,Can't receive form data,2019-01-21T22:17:39Z,2019-09-26T13:40:46Z
892,Invalid session cookie handling when creating 100-year cookies,2019-01-22T09:28:15Z,2019-01-22T11:01:35Z
898,Support for Kotlin/Native 1.3.20 and Gradle 4.10.1,2019-01-24T19:09:53Z,2019-01-24T19:23:14Z
899,Installing Logging on CIO HttpClient with WebSockets blocks incoming messages from being received.,2019-01-25T00:01:04Z,2019-02-26T14:41:56Z
900,"Client CIO ""close"" doesn't work",2019-01-25T12:42:04Z,2019-05-27T08:09:37Z
903,flexible OkHttp configuration,2019-01-28T11:30:35Z,2019-02-26T14:41:55Z
904,Post request expects Unit for Body,2019-01-29T02:16:24Z,2019-02-26T14:41:55Z
905,HttpStatusCode should not check description for equals(),2019-01-29T05:01:45Z,2019-03-19T06:41:14Z
906,KotlinxSerializer unable to parse lists,2019-01-29T21:01:17Z,2020-01-15T12:38:36Z
912,Continuous build failure,2019-01-31T16:51:00Z,2019-02-06T18:50:03Z
913,Extend MockEngine,2019-01-31T17:28:29Z,2019-02-13T10:18:34Z
918,"Wrong version of ktor-client-ios, Expected '[1.1.1]', found '1.0.3-release-5085'",2019-02-01T01:18:46Z,2019-02-02T05:52:03Z
920,Kotlin ios misses last 2 bytes,2019-02-01T11:26:37Z,2019-02-21T16:57:41Z
921,is there any way to custom handle authentication fail,2019-02-01T16:26:54Z,2019-02-02T04:40:26Z
927,JVM: Form Data Post throws exception on Android 7 + 8,2019-02-04T08:37:36Z,2019-02-21T16:57:53Z
928,Jackson 2.9.2 bug on POJO that has exactly one property,2019-02-04T09:52:20Z,2019-02-21T16:57:47Z
930,Why is the HttpClient.request changing response/return type depending on if i use Features or not?,2019-02-05T11:35:05Z,2019-03-22T08:04:33Z
931,OutOfMemory - how to free memory?,2019-02-05T23:39:34Z,2020-04-03T07:08:35Z
933,HttpClient log doesn't show response for HTTP exception,2019-02-07T07:35:23Z,2019-02-26T14:41:56Z
934,MockEngine 'Invalid JSON at 4088: Unexpected end in string' on iOS,2019-02-07T09:54:15Z,2019-02-07T11:15:45Z
941,EXC_BAD_ACCESS on armv7 when using MultiPartFormDataContent,2019-02-11T15:14:47Z,2019-07-17T06:15:59Z
943,"ktor-client-curl on osx fails with ""ld invocation reported errors""",2019-02-12T01:23:59Z,2019-06-03T08:53:03Z
944,Implement ktor-auth feature in JS platform as well (Multiplatform),2019-02-12T06:24:30Z,2019-03-19T06:37:36Z
945,Ktor Client JS Sends a request with method OPTIONS when a header is appended,2019-02-12T07:57:01Z,2019-02-12T08:48:27Z
946,javax.net.ssl.SSLException crash on Android with okhttp client,2019-02-12T16:31:08Z,2019-07-11T06:52:18Z
947,Opening a client websocket session freezes after many failed attempts,2019-02-13T07:09:53Z,2019-02-21T23:45:09Z
949,How do I handle exceptions with HttpClient?,2019-02-13T19:14:44Z,2019-02-14T11:24:38Z
950,Could not find org.jetbrains.kotlinx:atomicfu-common:0.12.1,2019-02-14T00:23:30Z,2019-02-19T17:46:42Z
951,Memory leak by using of HttpClient(Apache),2019-02-14T14:27:53Z,2019-02-15T11:02:29Z
952,[SECURITY] RCE vulnerability in dependency jackson-databind,2019-02-14T22:38:28Z,2019-02-16T00:42:46Z
955,Websocket issue #560 still not fixed,2019-02-15T03:35:44Z,2019-02-15T06:10:59Z
956,Upload file error - IllegalArgumentException: should should be greater than write space + end gap,2019-02-15T19:05:05Z,2019-02-21T16:58:05Z
958,"URLBuilder: extra '/' at the end, when parameters are used",2019-02-18T13:51:01Z,2019-05-08T11:52:31Z
959,Read entire HTTP response together,2019-02-18T18:38:30Z,2019-02-19T16:21:44Z
960,Apache authentication doesn't work,2019-02-19T01:07:46Z,2019-02-26T14:41:57Z
962,io.ktor.client.call.ReceivePipelineException with CIO on JVM,2019-02-20T06:45:43Z,2019-07-30T07:41:24Z
963,"Json writer adds another ""}"" at the end",2019-02-21T12:40:42Z,2019-05-08T22:13:24Z
965,ktor-client-jackson unused transitive dependencies on kotlinx-serialization,2019-02-21T14:32:50Z,2019-04-09T09:07:24Z
966,Gradle Incompatability With Kotlinxserialization,2019-02-22T04:30:41Z,2019-03-08T18:31:37Z
969,Unable to register multiple lists ,2019-02-22T14:50:30Z,2020-01-15T12:38:14Z
971,HTTP client freezes during byte stream reading when body logging is enabled,2019-02-22T20:52:08Z,2019-04-05T09:25:38Z
973,NetworkOnMainThread exception not thrown,2019-02-24T02:44:34Z,2019-02-25T05:17:04Z
978,ApplicationEngine NoClassDefFoundError,2019-02-25T21:19:37Z,2019-02-26T15:52:57Z
979,Verifier rejected class with HttpClient.get(),2019-02-25T22:51:10Z,2019-02-28T07:36:39Z
980,Test Upload handler for multpart File Item content,2019-02-26T11:27:27Z,2019-02-28T11:06:45Z
982,[WebSocket] 10x worse performance compared to OkHttp,2019-02-27T08:14:53Z,2019-05-27T07:32:18Z
984,[GMTDate] .toJvmDate() uses current date from calendar instead of given date.,2019-02-27T16:01:56Z,2019-03-01T07:25:22Z
987,Duplicate code on CurlMultiApiHandler.kt ?,2019-02-28T15:45:05Z,2019-03-12T11:09:22Z
991,Dead Link in Documentation for HttpRequestBuilder,2019-03-01T17:21:58Z,2019-03-19T06:32:57Z
992,Ktor Client HTTP Cache,2019-03-01T18:08:17Z,2019-03-12T11:09:22Z
995,CallLogging not logging calls,2019-03-04T13:47:34Z,2019-03-04T13:52:03Z
996,Js engine can't handle fetch response with undefined body,2019-03-05T11:36:31Z,2019-05-17T07:43:11Z
1000,Setting followRedirects = false does not have any effect in the IosClientEngine,2019-03-08T08:13:40Z,2019-08-23T11:01:10Z
1003,Slf4jReporter failing on JDK9+ (Upgrade Dropwizard Metrics to 4.0.0),2019-03-10T03:34:05Z,2020-01-31T00:35:01Z
1005,Set decompression for client,2019-03-10T20:07:50Z,2019-03-14T11:34:29Z
1009,ktor-client with okhttp engine and Jackson json feature is leaking connections,2019-03-12T08:25:41Z,2019-04-05T09:25:38Z
1010,Thread error on MPP iOS,2019-03-12T10:23:43Z,2019-04-05T09:25:38Z
1013,Ktor Clients changing request body-type on Android 4.4.2 - 5.0.1,2019-03-13T08:00:26Z,2019-05-27T07:31:21Z
1016,How to consume an authenticated WebSocket using a JS client?,2019-03-14T15:01:47Z,2019-03-21T09:51:47Z
1017,[Question] Close the client and response ?,2019-03-14T16:54:12Z,2019-03-14T17:27:56Z
1019,Unable to register multiple serializers with same response wrapper class,2019-03-15T08:21:16Z,2020-01-15T12:37:58Z
1020,404 link in documentation,2019-03-15T08:39:56Z,2019-03-15T09:32:43Z
1021,404 links in MPP clients doc,2019-03-15T09:36:16Z,2019-03-15T11:19:19Z
