owner,name,assignable_users,created_at,fork_count,has_issues_enabled,url,homepage_url,is_private,total_issues,total_closed_issues,languages,primary_language,total_pull_requests,merged_pull_requests,total_releases,stargazers,updated_at,vulnerability_alerts,watchers
expressjs,express,49,2009-06-26T18:56:01Z,8148,True,https://github.com/expressjs/express,https://expressjs.com,False,3299,3209,3,JavaScript,984,205,141,48873,2020-06-04T23:55:33Z,0,1814
