owner,name,assignable_users,created_at,fork_count,has_issues_enabled,url,homepage_url,is_private,total_issues,total_closed_issues,languages,primary_language,total_pull_requests,merged_pull_requests,total_releases,stargazers,updated_at,vulnerability_alerts,watchers
gatsbyjs,gatsby,3102,2015-05-21T22:43:05Z,8175,True,https://github.com/gatsbyjs/gatsby,https://www.gatsbyjs.org,False,10666,10073,7,JavaScript,14104,11849,74,44851,2020-06-05T02:12:47Z,0,979
