owner,name,assignable_users,created_at,fork_count,has_issues_enabled,url,homepage_url,is_private,total_issues,total_closed_issues,languages,primary_language,total_pull_requests,merged_pull_requests,total_releases,stargazers,updated_at,vulnerability_alerts,watchers
laravel,laravel,8,2011-06-08T03:06:08Z,18623,False,https://github.com/laravel/laravel,https://laravel.com,False,0,0,2,PHP,3658,1229,36,59440,2020-06-05T01:00:50Z,0,4705
