number,created_at,closed_at
30948,2019-04-07T07:44:21Z,2019-04-07T12:34:11Z
30954,2019-04-07T08:14:34Z,2019-04-10T08:38:05Z
30975,2019-04-07T12:36:41Z,2019-04-29T06:24:56Z
30996,2019-04-08T00:02:45Z,2019-04-22T09:09:52Z
30998,2019-04-08T07:16:32Z,2019-04-11T11:25:32Z
31004,2019-04-08T11:35:46Z,2019-04-27T12:50:33Z
31006,2019-04-08T11:59:44Z,2019-04-08T13:27:35Z
31007,2019-04-08T12:35:09Z,2019-04-09T14:08:33Z
31009,2019-04-08T14:26:35Z,2019-04-08T16:02:59Z
31010,2019-04-08T15:44:41Z,2019-04-08T16:14:45Z
31016,2019-04-08T16:52:17Z,2019-04-09T06:02:44Z
31017,2019-04-08T17:39:41Z,2019-04-09T06:01:20Z
31022,2019-04-08T18:41:11Z,2019-05-06T09:57:55Z
31035,2019-04-09T09:34:41Z,2019-04-09T09:52:58Z
31036,2019-04-09T10:50:56Z,2019-05-21T15:12:55Z
31037,2019-04-09T14:50:41Z,2019-04-12T08:59:23Z
31039,2019-04-09T16:30:58Z,2019-04-15T20:15:40Z
31041,2019-04-09T16:55:01Z,2019-04-10T15:36:21Z
31045,2019-04-10T00:09:27Z,2019-04-15T20:14:28Z
31046,2019-04-10T02:29:28Z,2019-08-20T09:02:18Z
31050,2019-04-10T07:32:12Z,2019-04-11T11:45:45Z
31051,2019-04-10T08:33:08Z,2019-05-18T16:37:25Z
31052,2019-04-10T08:34:44Z,2019-04-24T07:22:25Z
31054,2019-04-10T09:30:34Z,2019-05-06T11:45:18Z
31056,2019-04-10T10:24:41Z,2019-04-10T15:14:21Z
31066,2019-04-10T16:47:53Z,2019-04-17T15:36:58Z
31068,2019-04-10T20:03:59Z,2019-04-11T07:26:42Z
31075,2019-04-11T11:09:59Z,2019-04-11T14:58:18Z
31077,2019-04-11T13:04:16Z,2019-04-18T06:25:46Z
31078,2019-04-11T15:52:34Z,2019-05-08T10:04:02Z
31079,2019-04-11T16:17:56Z,2019-04-18T06:25:08Z
31080,2019-04-11T17:43:10Z,2019-04-11T19:30:10Z
31081,2019-04-11T19:37:16Z,2019-04-12T08:34:42Z
31087,2019-04-12T09:40:22Z,2019-04-12T09:42:01Z
31089,2019-04-12T10:00:19Z,2019-04-12T12:05:18Z
31092,2019-04-12T13:18:57Z,2019-04-12T15:50:35Z
31096,2019-04-12T19:32:35Z,2019-04-18T06:24:48Z
31098,2019-04-12T19:54:20Z,2019-05-27T13:20:44Z
31104,2019-04-14T07:57:25Z,2019-04-14T09:26:06Z
31105,2019-04-14T11:32:40Z,2019-06-05T02:14:59Z
31106,2019-04-14T15:05:45Z,2019-04-15T10:50:11Z
31111,2019-04-15T08:30:17Z,2019-04-21T08:19:11Z
31113,2019-04-15T10:04:38Z,2019-06-22T04:07:06Z
31116,2019-04-15T14:31:51Z,2019-04-15T15:19:13Z
31119,2019-04-15T18:42:54Z,2019-04-27T13:56:52Z
31120,2019-04-15T22:17:26Z,2019-04-27T13:55:02Z
31127,2019-04-16T08:25:16Z,2019-04-16T15:57:07Z
31129,2019-04-16T13:32:59Z,2019-04-16T15:55:46Z
31135,2019-04-16T15:08:16Z,2019-07-23T06:18:07Z
31136,2019-04-16T15:58:58Z,2019-04-17T15:37:35Z
31139,2019-04-17T08:36:26Z,2019-08-05T12:33:59Z
31141,2019-04-17T11:41:16Z,2019-04-18T06:14:13Z
31149,2019-04-17T16:47:28Z,2019-04-17T16:47:48Z
31150,2019-04-17T17:04:06Z,2019-04-18T10:27:59Z
31152,2019-04-17T18:06:13Z,2019-04-18T06:40:47Z
31157,2019-04-18T07:56:59Z,2019-04-20T08:19:53Z
31158,2019-04-18T08:09:26Z,2019-04-18T13:30:43Z
31159,2019-04-18T09:26:57Z,2019-08-06T07:12:50Z
31161,2019-04-18T09:44:07Z,2019-04-18T13:30:48Z
31163,2019-04-18T10:57:46Z,2019-05-21T20:07:54Z
31165,2019-04-18T12:59:27Z,2019-04-18T13:03:00Z
31166,2019-04-18T13:10:21Z,2019-05-25T08:21:02Z
31168,2019-04-18T13:59:03Z,2019-04-24T07:02:21Z
31175,2019-04-18T19:25:50Z,2019-09-08T07:14:09Z
31176,2019-04-18T20:30:27Z,2019-04-19T14:30:49Z
31179,2019-04-19T02:48:44Z,2019-04-26T07:53:04Z
31180,2019-04-19T07:13:57Z,2019-04-19T09:55:32Z
31181,2019-04-19T09:40:11Z,2019-04-19T09:56:09Z
31187,2019-04-19T16:23:11Z,2019-04-27T13:50:49Z
31191,2019-04-20T22:04:46Z,2019-04-21T08:10:57Z
31193,2019-04-21T15:11:55Z,2019-04-21T20:53:53Z
31197,2019-04-22T14:00:53Z,2019-09-26T20:59:16Z
31199,2019-04-22T14:20:31Z,2019-05-09T09:06:07Z
31200,2019-04-22T17:59:57Z,2019-05-01T08:06:59Z
31205,2019-04-23T11:38:50Z,2019-04-23T12:47:25Z
31206,2019-04-23T11:50:05Z,2019-04-24T07:07:07Z
31209,2019-04-23T14:18:01Z,2019-05-10T12:06:53Z
31212,2019-04-23T14:49:06Z,2019-04-23T15:01:55Z
31214,2019-04-23T16:24:48Z,2019-09-01T21:09:26Z
31216,2019-04-23T17:23:27Z,2019-04-23T18:03:04Z
31221,2019-04-24T07:08:20Z,2019-04-27T13:31:48Z
31223,2019-04-24T08:14:18Z,2019-04-29T10:09:01Z
31225,2019-04-24T09:41:46Z,2019-04-24T10:31:14Z
31226,2019-04-24T09:43:40Z,2019-04-26T14:56:10Z
31227,2019-04-24T09:45:54Z,2019-04-25T17:08:33Z
31228,2019-04-24T10:10:42Z,2019-04-24T10:49:35Z
31230,2019-04-24T11:23:43Z,2019-06-02T15:44:39Z
31231,2019-04-24T11:29:26Z,2019-05-01T06:16:18Z
31233,2019-04-24T15:48:11Z,2019-07-08T12:21:03Z
31234,2019-04-24T18:02:23Z,2019-06-16T07:51:41Z
31235,2019-04-24T18:42:15Z,2019-06-28T21:53:34Z
31236,2019-04-24T20:57:47Z,2019-06-04T07:00:30Z
31238,2019-04-25T07:57:55Z,2019-04-27T13:40:50Z
31239,2019-04-25T07:59:28Z,2019-05-01T05:57:35Z
31241,2019-04-25T09:58:35Z,2019-05-07T10:53:08Z
31246,2019-04-25T12:23:59Z,2019-04-27T13:39:50Z
31250,2019-04-25T13:25:02Z,2019-04-25T14:12:56Z
31253,2019-04-25T17:59:13Z,2019-05-06T14:17:55Z
31263,2019-04-26T09:21:41Z,2019-04-29T10:50:01Z
31264,2019-04-26T09:49:56Z,2019-04-26T10:40:26Z
31265,2019-04-26T09:50:27Z,2019-04-29T09:48:08Z
31268,2019-04-26T10:21:56Z,2019-12-09T11:47:42Z
31270,2019-04-26T11:43:00Z,2019-04-27T13:38:33Z
31271,2019-04-26T11:43:30Z,2019-05-06T16:18:47Z
31272,2019-04-26T13:26:20Z,2019-04-26T15:32:32Z
31274,2019-04-26T14:28:57Z,2019-04-27T16:46:58Z
31283,2019-04-27T00:11:14Z,2019-04-30T16:52:51Z
31286,2019-04-27T08:50:21Z,2019-04-27T08:59:41Z
31289,2019-04-27T13:21:27Z,2019-06-09T20:24:46Z
31299,2019-04-28T06:47:48Z,2019-04-28T06:59:41Z
31305,2019-04-28T12:17:10Z,2019-06-28T12:48:07Z
31315,2019-04-29T10:13:08Z,2019-04-29T12:28:16Z
31316,2019-04-29T10:31:44Z,2019-04-29T11:52:33Z
31319,2019-04-29T14:23:03Z,2019-05-05T17:28:31Z
31322,2019-04-29T22:22:40Z,2019-04-30T07:24:22Z
31323,2019-04-30T06:28:30Z,2019-06-04T09:53:12Z
31328,2019-04-30T10:22:57Z,2020-04-12T09:14:37Z
31329,2019-04-30T10:33:30Z,2019-05-17T11:36:13Z
31330,2019-04-30T12:42:19Z,2019-06-04T07:08:07Z
31333,2019-04-30T20:11:18Z,2019-09-23T14:36:02Z
31340,2019-05-01T09:19:30Z,2019-05-06T09:44:42Z
31356,2019-05-02T02:51:21Z,2019-05-02T06:50:51Z
31357,2019-05-02T05:09:57Z,2019-05-02T05:39:40Z
31360,2019-05-02T09:09:10Z,2019-05-24T06:21:26Z
31361,2019-05-02T09:31:57Z,2019-06-19T12:32:14Z
31362,2019-05-02T10:39:21Z,2019-10-04T20:00:10Z
31363,2019-05-02T11:02:23Z,2019-05-02T15:36:57Z
31368,2019-05-02T19:47:12Z,2019-05-13T14:10:32Z
31370,2019-05-03T06:17:08Z,2019-05-03T06:44:28Z
31373,2019-05-03T10:15:28Z,2019-05-27T08:03:57Z
31376,2019-05-03T18:06:52Z,2019-05-05T19:26:23Z
31378,2019-05-03T19:14:48Z,2019-05-05T16:39:42Z
31379,2019-05-04T05:06:45Z,2019-05-04T09:38:54Z
31383,2019-05-04T21:16:55Z,2019-05-05T22:30:59Z
31385,2019-05-05T09:51:33Z,2019-07-17T07:15:50Z
31388,2019-05-06T02:34:49Z,2019-06-21T06:24:47Z
31391,2019-05-06T08:46:20Z,2019-06-26T08:47:12Z
31393,2019-05-06T11:09:44Z,2020-02-14T07:32:10Z
31394,2019-05-06T13:24:59Z,2019-05-07T13:32:42Z
31399,2019-05-06T18:53:46Z,2019-05-12T10:41:36Z
31400,2019-05-06T19:02:20Z,2019-06-11T06:28:02Z
31404,2019-05-07T09:02:08Z,2019-05-30T08:36:47Z
31406,2019-05-07T11:46:58Z,2019-06-04T06:58:42Z
31408,2019-05-07T13:53:55Z,2019-05-08T09:20:24Z
31409,2019-05-07T13:58:29Z,2019-05-11T09:53:37Z
31413,2019-05-07T20:08:37Z,2019-05-11T06:54:14Z
31417,2019-05-08T07:42:12Z,2020-02-04T13:58:35Z
31419,2019-05-08T10:22:18Z,2019-05-29T16:09:52Z
31422,2019-05-08T12:28:11Z,2019-06-21T09:14:54Z
31426,2019-05-08T15:27:32Z,2019-06-17T16:47:35Z
31431,2019-05-08T18:48:19Z,2019-05-11T16:58:33Z
31433,2019-05-08T19:52:01Z,2019-05-09T13:30:50Z
31436,2019-05-09T07:15:52Z,2019-05-11T09:57:46Z
31441,2019-05-09T08:56:23Z,2019-05-21T06:08:49Z
31447,2019-05-09T16:28:52Z,2019-06-05T01:57:50Z
31449,2019-05-09T17:37:21Z,2019-05-10T08:01:41Z
31450,2019-05-09T19:39:36Z,2019-05-12T10:02:23Z
31455,2019-05-10T06:06:09Z,2019-05-14T10:50:57Z
31457,2019-05-10T07:54:38Z,2019-05-13T08:20:47Z
31460,2019-05-10T08:43:09Z,2019-05-21T04:56:22Z
31467,2019-05-10T13:37:42Z,2019-05-11T09:52:55Z
31476,2019-05-10T20:00:30Z,2019-05-18T16:09:54Z
31484,2019-05-12T15:33:10Z,2019-08-08T17:18:03Z
31487,2019-05-12T21:02:30Z,2019-05-12T23:04:53Z
31489,2019-05-13T07:34:02Z,2019-05-20T06:45:27Z
31490,2019-05-13T09:45:21Z,2019-05-27T08:48:36Z
31491,2019-05-13T10:38:44Z,2019-12-02T11:11:17Z
31495,2019-05-13T15:21:20Z,2019-05-15T09:48:23Z
31500,2019-05-14T15:24:23Z,2019-05-14T15:49:00Z
31501,2019-05-14T15:45:01Z,2019-05-16T09:01:06Z
31503,2019-05-15T12:42:38Z,2019-12-05T15:23:09Z
31504,2019-05-15T14:41:37Z,2019-07-08T08:21:44Z
31506,2019-05-15T14:52:37Z,2019-06-03T12:59:51Z
31508,2019-05-15T23:46:07Z,2019-06-09T16:56:25Z
31512,2019-05-16T13:29:22Z,2019-05-17T11:43:33Z
31515,2019-05-16T15:43:08Z,2019-05-18T16:05:45Z
31516,2019-05-16T16:28:30Z,2019-11-04T10:53:14Z
31517,2019-05-16T18:58:10Z,2019-05-18T11:36:27Z
31520,2019-05-16T22:25:54Z,2019-06-20T19:53:42Z
31521,2019-05-17T09:15:33Z,2019-06-03T10:01:45Z
31523,2019-05-17T11:54:31Z,2019-05-24T13:45:29Z
31529,2019-05-17T17:15:30Z,2019-05-18T12:56:07Z
31530,2019-05-17T20:02:21Z,2019-07-08T06:52:52Z
31534,2019-05-18T12:58:42Z,2019-05-18T14:27:26Z
31538,2019-05-19T08:43:34Z,2020-05-29T16:55:41Z
31548,2019-05-19T22:51:35Z,2019-05-22T12:53:57Z
31555,2019-05-20T15:58:01Z,2019-05-22T12:58:42Z
31558,2019-05-20T17:22:39Z,2019-05-29T23:31:24Z
31559,2019-05-20T17:40:43Z,2019-12-15T13:49:27Z
31561,2019-05-21T07:58:51Z,2019-06-05T16:58:51Z
31562,2019-05-21T08:36:30Z,2019-12-03T08:13:13Z
31563,2019-05-21T13:35:53Z,2020-02-04T12:46:29Z
31567,2019-05-21T21:10:23Z,2019-05-27T06:13:44Z
31572,2019-05-22T08:44:05Z,2020-03-12T16:44:48Z
31573,2019-05-22T09:10:41Z,2019-10-04T21:43:37Z
31574,2019-05-22T09:20:36Z,2019-05-22T12:18:50Z
31575,2019-05-22T09:24:43Z,2019-05-22T10:42:35Z
31576,2019-05-22T09:35:20Z,2019-05-27T13:22:59Z
31578,2019-05-22T10:44:07Z,2019-05-24T08:01:34Z
31579,2019-05-22T10:51:50Z,2019-06-04T13:52:14Z
31580,2019-05-22T12:00:58Z,2019-07-05T09:00:58Z
31581,2019-05-22T14:01:11Z,2019-05-22T23:41:42Z
31582,2019-05-22T14:25:21Z,2019-05-27T05:53:52Z
31592,2019-05-23T07:14:26Z,2019-08-04T20:37:41Z
31600,2019-05-23T14:11:00Z,2019-06-03T19:51:34Z
31601,2019-05-23T15:10:27Z,2019-07-17T07:28:44Z
31602,2019-05-23T22:09:26Z,2019-05-30T18:29:28Z
31605,2019-05-24T10:43:13Z,2019-05-25T08:17:00Z
31608,2019-05-24T14:12:54Z,2020-02-04T14:12:46Z
31611,2019-05-24T17:02:37Z,2019-07-30T14:06:37Z
31613,2019-05-24T19:15:46Z,2019-09-28T07:17:52Z
31617,2019-05-25T05:46:20Z,2019-05-25T09:57:30Z
31623,2019-05-26T11:08:05Z,2019-05-27T06:01:01Z
31624,2019-05-26T12:17:59Z,2019-05-29T22:26:14Z
31628,2019-05-26T19:48:32Z,2019-05-26T21:09:17Z
31634,2019-05-27T06:16:27Z,2019-05-27T07:10:50Z
31636,2019-05-27T09:42:17Z,2019-12-02T10:29:43Z
31639,2019-05-27T14:31:50Z,2020-03-27T10:03:26Z
31644,2019-05-28T05:46:50Z,2019-05-31T07:33:28Z
31645,2019-05-28T09:08:25Z,2019-05-28T09:32:51Z
31647,2019-05-28T09:37:29Z,2020-04-09T12:42:00Z
31653,2019-05-28T12:35:22Z,2019-06-06T08:36:59Z
31656,2019-05-28T15:03:15Z,2019-05-29T17:59:57Z
31659,2019-05-28T16:51:45Z,2019-06-08T06:39:42Z
31666,2019-05-28T20:16:45Z,2019-06-04T06:05:18Z
31683,2019-05-29T09:21:57Z,2019-12-02T10:29:56Z
31686,2019-05-29T10:25:15Z,2019-05-29T12:00:55Z
31687,2019-05-29T11:31:45Z,2019-05-29T22:28:47Z
31707,2019-05-29T19:39:02Z,2019-05-31T11:32:02Z
31711,2019-05-29T21:23:15Z,2019-11-05T19:04:19Z
31714,2019-05-30T05:24:37Z,2019-06-06T16:09:25Z
31715,2019-05-30T05:42:24Z,2019-06-04T10:23:51Z
31720,2019-05-30T08:57:14Z,2019-06-04T13:48:00Z
31727,2019-05-30T10:03:18Z,2019-06-03T07:14:50Z
31729,2019-05-30T10:35:01Z,2019-05-31T08:25:30Z
31733,2019-05-30T12:32:10Z,2019-06-04T06:18:03Z
31735,2019-05-30T13:01:15Z,2019-08-02T13:05:39Z
31736,2019-05-30T13:20:45Z,2019-06-04T10:22:29Z
31740,2019-05-30T15:53:56Z,2019-05-30T18:31:59Z
31741,2019-05-30T16:22:35Z,2019-05-31T13:02:22Z
31743,2019-05-30T16:41:27Z,2019-05-31T07:35:07Z
31745,2019-05-30T17:16:17Z,2019-05-31T16:08:17Z
31746,2019-05-30T18:12:37Z,2019-05-30T18:24:58Z
31747,2019-05-30T19:04:59Z,2019-08-04T18:39:43Z
31750,2019-05-30T19:35:01Z,2019-07-03T13:30:33Z
31751,2019-05-30T19:39:28Z,2019-06-04T13:46:11Z
31752,2019-05-30T19:39:38Z,2019-05-31T07:36:47Z
31754,2019-05-30T21:32:02Z,2019-06-01T08:27:32Z
31756,2019-05-30T23:28:55Z,2019-05-31T00:05:21Z
31758,2019-05-31T02:42:23Z,2019-05-31T09:33:58Z
31762,2019-05-31T09:10:49Z,2019-06-06T08:33:32Z
31765,2019-05-31T10:04:04Z,2019-05-31T12:27:20Z
31769,2019-05-31T11:22:03Z,2020-02-06T13:22:59Z
31770,2019-05-31T12:07:02Z,2019-05-31T12:22:41Z
31775,2019-05-31T16:06:26Z,2019-06-04T06:15:52Z
31776,2019-05-31T16:24:08Z,2019-06-03T18:59:49Z
31791,2019-06-02T03:02:50Z,2019-06-05T13:30:44Z
31796,2019-06-02T13:22:42Z,2019-06-07T18:25:51Z
31801,2019-06-03T07:08:36Z,2019-06-03T07:27:18Z
31803,2019-06-03T09:04:23Z,2019-06-04T07:02:43Z
31806,2019-06-03T10:30:42Z,2019-06-12T15:32:32Z
31807,2019-06-03T10:45:42Z,2019-09-06T09:59:19Z
31808,2019-06-03T11:01:02Z,2019-06-03T11:22:50Z
31809,2019-06-03T11:05:26Z,2019-06-05T02:07:33Z
31810,2019-06-03T12:00:00Z,2019-06-14T05:03:49Z
31812,2019-06-03T13:07:35Z,2019-06-03T19:28:38Z
31814,2019-06-03T14:02:41Z,2020-04-10T15:01:06Z
31816,2019-06-03T14:32:40Z,2019-06-06T07:00:15Z
31817,2019-06-03T14:41:47Z,2019-06-03T15:09:42Z
31818,2019-06-03T14:48:18Z,2019-06-03T17:56:10Z
31819,2019-06-03T14:53:43Z,2019-06-03T14:54:22Z
31826,2019-06-03T16:08:56Z,2019-06-03T17:08:34Z
31829,2019-06-03T17:32:45Z,2019-06-03T21:51:46Z
31830,2019-06-03T18:04:54Z,2019-06-03T18:24:40Z
31833,2019-06-04T07:49:08Z,2019-06-06T09:25:30Z
31839,2019-06-04T09:20:48Z,2019-07-08T07:41:46Z
31841,2019-06-04T09:42:08Z,2019-06-05T03:38:12Z
31844,2019-06-04T10:33:14Z,2019-06-04T13:53:25Z
31848,2019-06-04T11:16:38Z,2019-11-02T11:57:08Z
31851,2019-06-04T12:04:48Z,2019-06-04T12:11:29Z
31853,2019-06-04T14:02:53Z,2019-06-05T13:01:26Z
31855,2019-06-04T16:31:45Z,2019-06-06T07:46:32Z
31857,2019-06-04T17:55:02Z,2019-06-26T09:31:22Z
31859,2019-06-04T18:35:47Z,2019-06-05T11:22:19Z
31862,2019-06-05T08:22:36Z,2019-06-06T06:59:18Z
31873,2019-06-05T13:56:17Z,2019-06-05T14:08:41Z
31877,2019-06-05T15:33:38Z,2019-06-06T06:41:28Z
31883,2019-06-05T17:58:00Z,2019-09-09T07:21:27Z
31884,2019-06-05T18:01:24Z,2019-12-02T11:07:54Z
31891,2019-06-06T08:08:42Z,2019-06-06T12:58:04Z
31892,2019-06-06T09:00:51Z,2019-06-06T09:25:18Z
31895,2019-06-06T10:25:54Z,2019-07-29T14:16:23Z
31896,2019-06-06T11:10:03Z,2019-06-06T11:20:26Z
31902,2019-06-06T13:29:10Z,2019-06-29T08:55:12Z
31905,2019-06-06T15:22:06Z,2019-06-22T08:26:36Z
31906,2019-06-06T15:44:40Z,2019-06-07T15:17:01Z
31909,2019-06-06T17:11:06Z,2019-06-24T04:18:48Z
31910,2019-06-06T17:27:01Z,2019-06-06T17:40:11Z
31911,2019-06-06T17:47:14Z,2019-06-11T06:21:21Z
31913,2019-06-06T20:13:56Z,2019-06-17T16:36:03Z
31915,2019-06-06T22:45:12Z,2019-08-21T15:04:44Z
31916,2019-06-06T22:59:05Z,2019-06-26T07:45:08Z
31917,2019-06-07T00:39:37Z,2019-06-08T21:11:56Z
31920,2019-06-07T08:08:21Z,2019-06-07T08:10:00Z
31921,2019-06-07T08:39:17Z,2019-06-07T11:23:15Z
31926,2019-06-07T09:30:48Z,2019-06-07T11:00:58Z
31927,2019-06-07T09:44:51Z,2019-07-17T08:45:05Z
31929,2019-06-07T12:10:42Z,2019-06-26T12:54:32Z
31934,2019-06-07T14:18:36Z,2019-06-19T12:31:12Z
31948,2019-06-08T07:40:27Z,2019-12-02T11:06:45Z
31960,2019-06-09T09:25:41Z,2019-06-09T09:51:51Z
31961,2019-06-09T11:46:15Z,2019-06-11T06:18:18Z
31968,2019-06-09T20:44:25Z,2019-06-11T11:40:08Z
31969,2019-06-10T06:39:40Z,2019-12-02T11:04:05Z
31970,2019-06-10T07:48:04Z,2019-06-11T10:02:16Z
31971,2019-06-10T08:23:06Z,2019-06-10T08:51:56Z
31973,2019-06-10T09:22:46Z,2019-06-12T06:28:38Z
31978,2019-06-10T15:41:53Z,2019-06-10T18:02:04Z
31979,2019-06-10T16:29:10Z,2019-06-11T10:36:29Z
31981,2019-06-10T17:24:24Z,2019-06-26T08:03:06Z
31985,2019-06-10T21:55:41Z,2019-06-13T09:48:21Z
31990,2019-06-11T08:21:57Z,2019-06-14T07:55:47Z
31995,2019-06-11T12:18:16Z,2019-06-15T07:13:18Z
31997,2019-06-11T16:22:35Z,2019-06-16T11:14:46Z
32003,2019-06-12T06:29:25Z,2019-06-12T07:37:53Z
32005,2019-06-12T08:52:29Z,2019-06-12T10:19:07Z
32009,2019-06-12T12:04:18Z,2019-06-22T22:19:16Z
32010,2019-06-12T12:35:16Z,2019-06-12T12:55:57Z
32015,2019-06-12T15:30:23Z,2019-10-30T07:53:56Z
32016,2019-06-12T16:50:32Z,2019-06-13T09:50:13Z
32018,2019-06-13T07:07:24Z,2019-06-13T12:16:10Z
32021,2019-06-13T11:56:22Z,2019-09-04T06:09:50Z
32028,2019-06-13T13:34:50Z,2019-06-14T13:04:09Z
32029,2019-06-13T14:08:36Z,2019-11-03T11:57:52Z
32031,2019-06-13T14:57:35Z,2019-06-13T17:29:34Z
32033,2019-06-13T17:36:16Z,2019-06-14T08:25:51Z
32038,2019-06-14T07:58:15Z,2020-02-03T17:34:14Z
32042,2019-06-14T08:48:20Z,2019-06-26T07:53:05Z
32043,2019-06-14T09:17:02Z,2019-08-27T17:14:12Z
32048,2019-06-14T14:21:33Z,2020-02-09T07:47:23Z
32050,2019-06-14T16:27:18Z,2019-06-17T16:43:49Z
32055,2019-06-14T23:47:01Z,2019-10-25T11:20:21Z
32058,2019-06-15T07:43:46Z,2019-06-16T11:01:48Z
32062,2019-06-15T21:22:59Z,2019-06-17T15:46:13Z
32063,2019-06-16T09:58:09Z,2019-06-16T10:15:19Z
32064,2019-06-16T16:06:54Z,2019-06-16T16:16:37Z
32067,2019-06-17T09:42:56Z,2019-06-17T10:29:51Z
32069,2019-06-17T13:55:35Z,2019-06-26T09:10:15Z
32070,2019-06-17T14:00:45Z,2019-10-30T07:53:51Z
32072,2019-06-17T15:13:50Z,2019-06-20T10:06:08Z
32073,2019-06-17T17:05:23Z,2019-07-03T13:35:56Z
32077,2019-06-18T02:42:00Z,2019-11-01T12:36:42Z
32084,2019-06-18T13:33:39Z,2019-06-19T13:55:27Z
32085,2019-06-18T14:05:25Z,2019-06-26T07:49:34Z
32086,2019-06-18T15:57:15Z,2020-02-21T07:58:30Z
32087,2019-06-18T16:38:14Z,2019-06-19T19:31:40Z
32088,2019-06-18T17:16:22Z,2019-06-19T18:22:36Z
32089,2019-06-18T19:47:13Z,2019-06-26T07:23:27Z
32091,2019-06-18T22:52:26Z,2019-06-29T16:38:41Z
32095,2019-06-19T10:46:58Z,2019-06-19T10:55:03Z
32097,2019-06-19T11:55:24Z,2019-06-30T06:28:46Z
32108,2019-06-19T23:38:19Z,2019-06-20T11:19:11Z
32111,2019-06-20T07:53:19Z,2019-07-08T09:43:30Z
32113,2019-06-20T08:32:23Z,2020-03-10T17:34:39Z
32117,2019-06-20T10:37:11Z,2019-07-26T13:24:47Z
32118,2019-06-20T14:45:27Z,2019-06-21T20:37:42Z
32120,2019-06-20T15:56:18Z,2019-07-03T12:32:03Z
32124,2019-06-20T20:50:59Z,2019-06-22T08:26:40Z
32127,2019-06-21T08:29:49Z,2019-06-26T10:43:08Z
32132,2019-06-21T14:21:05Z,2019-06-28T08:36:10Z
32134,2019-06-21T17:09:35Z,2019-06-22T04:10:15Z
32135,2019-06-21T19:07:03Z,2019-06-21T19:08:40Z
32139,2019-06-23T09:04:26Z,2019-06-24T17:46:06Z
32142,2019-06-23T21:09:37Z,2019-10-07T11:22:17Z
32148,2019-06-24T09:57:08Z,2019-09-04T06:05:41Z
32149,2019-06-24T10:50:47Z,2019-08-20T13:36:23Z
32150,2019-06-24T11:18:24Z,2019-06-26T07:08:07Z
32151,2019-06-24T11:36:23Z,2019-06-24T14:33:28Z
32155,2019-06-24T14:42:02Z,2019-06-25T12:31:43Z
32158,2019-06-24T17:40:14Z,2019-06-26T10:08:48Z
32159,2019-06-24T19:15:47Z,2019-06-24T20:56:42Z
32166,2019-06-25T10:02:35Z,2019-06-25T13:28:14Z
32167,2019-06-25T10:28:12Z,2019-07-30T16:48:21Z
32175,2019-06-25T19:32:18Z,2019-07-08T06:48:57Z
32179,2019-06-25T23:18:43Z,2019-08-19T19:16:31Z
32184,2019-06-26T10:48:38Z,2019-06-26T11:39:22Z
32189,2019-06-26T12:38:31Z,2019-06-27T07:31:20Z
32191,2019-06-26T13:58:28Z,2019-06-26T16:08:23Z
32196,2019-06-26T14:36:48Z,2019-07-21T17:49:57Z
32197,2019-06-26T14:39:07Z,2019-06-26T15:08:48Z
32203,2019-06-26T21:45:08Z,2019-06-27T11:48:13Z
32204,2019-06-26T22:34:55Z,2019-07-08T15:48:14Z
32212,2019-06-27T09:40:01Z,2019-06-28T12:00:55Z
32220,2019-06-27T13:27:58Z,2019-06-28T15:18:10Z
32222,2019-06-27T14:08:54Z,2019-06-27T18:08:34Z
32224,2019-06-27T15:25:57Z,2019-06-28T16:56:51Z
32240,2019-06-28T00:25:18Z,2019-11-25T13:27:07Z
32251,2019-06-28T10:37:31Z,2019-07-24T14:39:23Z
32252,2019-06-28T10:57:37Z,2019-06-28T12:08:42Z
32260,2019-06-28T13:44:47Z,2019-07-01T14:15:17Z
32272,2019-06-28T22:33:35Z,2019-06-30T05:09:57Z
32291,2019-06-30T12:27:33Z,2019-07-30T16:46:30Z
32292,2019-06-30T13:20:54Z,2019-07-02T13:30:17Z
32296,2019-06-30T19:03:07Z,2019-06-30T20:17:59Z
32300,2019-07-01T07:54:06Z,2019-07-03T12:37:53Z
32304,2019-07-01T10:47:30Z,2019-07-03T13:19:46Z
32311,2019-07-01T15:28:20Z,2019-09-17T15:04:52Z
32312,2019-07-01T15:49:13Z,2019-07-13T16:28:35Z
32321,2019-07-02T13:46:04Z,2019-10-24T22:05:34Z
32324,2019-07-02T15:18:22Z,2019-07-12T05:20:57Z
32325,2019-07-02T15:45:01Z,2019-07-19T07:19:08Z
32327,2019-07-02T18:49:35Z,2019-07-08T15:46:10Z
32330,2019-07-03T06:32:28Z,2019-07-03T08:38:12Z
32333,2019-07-03T09:10:08Z,2019-07-13T14:30:02Z
32339,2019-07-03T13:06:12Z,2019-07-29T02:06:50Z
32342,2019-07-03T13:39:41Z,2019-07-05T09:27:27Z
32347,2019-07-03T19:15:48Z,2019-07-04T14:02:14Z
32349,2019-07-03T21:07:48Z,2019-07-05T17:37:22Z
32350,2019-07-03T21:11:08Z,2019-07-04T04:22:31Z
32355,2019-07-04T06:35:25Z,2019-07-04T09:21:10Z
32362,2019-07-04T08:33:11Z,2019-07-12T08:28:12Z
32366,2019-07-04T10:33:21Z,2019-08-05T05:22:17Z
32368,2019-07-04T13:07:57Z,2019-07-30T16:25:53Z
