owner,name,assignable_users,created_at,fork_count,has_issues_enabled,url,homepage_url,is_private,total_issues,total_closed_issues,languages,primary_language,total_pull_requests,merged_pull_requests,total_releases,stargazers,updated_at,vulnerability_alerts,watchers
dotnet,aspnetcore,1495,2014-03-11T06:09:42Z,4934,True,https://github.com/dotnet/aspnetcore,https://asp.net,False,16094,13762,22,C#,5995,4910,82,17774,2020-06-05T01:39:50Z,0,1449
