owner,name,assignable_users,created_at,fork_count,has_issues_enabled,url,homepage_url,is_private,total_issues,total_closed_issues,languages,primary_language,total_pull_requests,merged_pull_requests,total_releases,stargazers,updated_at,vulnerability_alerts,watchers
angular,angular.js,18,2010-01-06T00:34:37Z,28689,True,https://github.com/angular/angular.js,https://angularjs.org,False,8992,8603,5,JavaScript,7923,777,0,59518,2020-06-05T00:53:07Z,0,4056
