owner,name,assignable_users,created_at,fork_count,has_issues_enabled,url,homepage_url,is_private,total_issues,total_closed_issues,languages,primary_language,total_pull_requests,merged_pull_requests,total_releases,stargazers,updated_at,vulnerability_alerts,watchers
symfony,symfony,19,2010-01-04T14:21:21Z,7649,True,https://github.com/symfony/symfony,https://symfony.com,False,14144,13341,6,PHP,22898,14380,238,23346,2020-06-04T22:58:12Z,0,1273
